sale_id,sale_date,product_id, quantity_sold,unit_price,Store_id
6783,27-07-40,P0003,21,93.63,S6783
6784,28-07-40,P0004,167,94.69,S6784
6785,29-07-40,P0005,24,25.06,S6785
6786,30-07-40,P0006,69,20.34,S6786
6787,31-07-40,P0007,45,27.66,S6787
6788,01-08-40,P0008,241,65.94,S6788
6789,02-08-40,P0009,179,33.36,S6789
6790,03-08-40,P0010,55,18.18,S6790
6791,04-08-40,P0011,75,88.11,S6791
6792,05-08-40,P0012,176,17.07,S6792
6793,06-08-40,P0013,44,68.12,S6793
6794,07-08-40,P0014,20,57.51,S6794
6795,08-08-40,P0015,181,55.7,S6795
6796,09-08-40,P0016,282,47.31,S6796
6797,10-08-40,P0017,23,46.96,S6797
6798,11-08-40,P0018,35,51.85,S6798
6799,12-08-40,P0019,189,66,S6799
6800,13-08-40,P0020,145,89.74,S6800
6801,14-08-40,P0001,147,24.69,S6801
6802,15-08-40,P0002,82,31.11,S6802
6803,16-08-40,P0003,183,47.39,S6803
6804,17-08-40,P0004,424,43.71,S6804
6805,18-08-40,P0005,32,22.34,S6805
6806,19-08-40,P0006,191,46.97,S6806
6807,20-08-40,P0007,285,28.97,S6807
6808,21-08-40,P0008,100,15.92,S6808
6809,22-08-40,P0009,9,21.79,S6809
6810,23-08-40,P0010,52,75.52,S6810
6811,24-08-40,P0011,91,77.54,S6811
6812,25-08-40,P0012,235,57.32,S6812
6813,26-08-40,P0013,83,61.87,S6813
6814,27-08-40,P0014,43,28.8,S6814
6815,28-08-40,P0015,106,77.55,S6815
6816,29-08-40,P0016,44,94.69,S6816
6817,30-08-40,P0017,25,64.95,S6817
6818,31-08-40,P0018,41,21.31,S6818
6819,01-09-40,P0019,193,11.85,S6819
6820,02-09-40,P0020,240,83.73,S6820
6821,03-09-40,P0001,123,46.07,S6821
6822,04-09-40,P0002,332,93.26,S6822
6823,05-09-40,P0003,230,28.54,S6823
6824,06-09-40,P0004,174,27.97,S6824
6825,07-09-40,P0005,155,82.12,S6825
6826,08-09-40,P0006,180,43.06,S6826
6827,09-09-40,P0007,140,97.44,S6827
6828,10-09-40,P0008,40,65.25,S6828
6829,11-09-40,P0009,16,14.76,S6829
6830,12-09-40,P0010,230,16.34,S6830
6831,13-09-40,P0011,22,49.16,S6831
6832,14-09-40,P0012,147,41.45,S6832
6833,15-09-40,P0013,340,39.59,S6833
6834,16-09-40,P0014,132,60.75,S6834
6835,17-09-40,P0015,82,30.54,S6835
6836,18-09-40,P0016,407,88.69,S6836
6837,19-09-40,P0017,51,22.77,S6837
6838,20-09-40,P0018,68,66.42,S6838
6839,21-09-40,P0019,247,43.63,S6839
6840,22-09-40,P0020,189,93.3,S6840
6841,23-09-40,P0001,129,36.77,S6841
6842,24-09-40,P0002,135,83.67,S6842
6843,25-09-40,P0003,239,89.36,S6843
6844,26-09-40,P0004,208,50.34,S6844
6845,27-09-40,P0005,197,18.09,S6845
6846,28-09-40,P0006,243,55.84,S6846
6847,29-09-40,P0007,68,93.75,S6847
6848,30-09-40,P0008,7,50.08,S6848
6849,01-10-40,P0009,381,51.56,S6849
6850,02-10-40,P0010,39,58.44,S6850
6851,03-10-40,P0011,137,96.45,S6851
6852,04-10-40,P0012,354,18.73,S6852
6853,05-10-40,P0013,336,16.59,S6853
6854,06-10-40,P0014,2,46.09,S6854
6855,07-10-40,P0015,448,39.24,S6855
6856,08-10-40,P0016,79,42.86,S6856
6857,09-10-40,P0017,75,53.47,S6857
6858,10-10-40,P0018,190,78.65,S6858
6859,11-10-40,P0019,11,81.47,S6859
6860,12-10-40,P0020,137,18.1,S6860
6861,13-10-40,P0001,43,95.25,S6861
6862,14-10-40,P0002,93,89.78,S6862
6863,15-10-40,P0003,75,21.81,S6863
6864,16-10-40,P0004,24,40.39,S6864
6865,17-10-40,P0005,67,83.9,S6865
6866,18-10-40,P0006,37,22.06,S6866
6867,19-10-40,P0007,60,70.64,S6867
6868,20-10-40,P0008,139,66.55,S6868
6869,21-10-40,P0009,118,79.87,S6869
6870,22-10-40,P0010,67,41.33,S6870
6871,23-10-40,P0011,136,86.55,S6871
6872,24-10-40,P0012,53,73.22,S6872
6873,25-10-40,P0013,230,16.88,S6873
6874,26-10-40,P0014,217,14.79,S6874
6875,27-10-40,P0015,33,17.92,S6875
6876,28-10-40,P0016,185,53.52,S6876
6877,29-10-40,P0017,1,65.06,S6877
6878,30-10-40,P0018,114,51.3,S6878
6879,31-10-40,P0019,177,52.72,S6879
6880,01-11-40,P0020,310,60.16,S6880
6881,02-11-40,P0001,151,25.05,S6881
6882,03-11-40,P0002,11,64.49,S6882
6883,04-11-40,P0003,39,83.95,S6883
6884,05-11-40,P0004,47,31.99,S6884
6885,06-11-40,P0005,109,10.85,S6885
6886,07-11-40,P0006,139,90.66,S6886
6887,08-11-40,P0007,22,66.13,S6887
6888,09-11-40,P0008,136,13.72,S6888
6889,10-11-40,P0009,98,93.47,S6889
6890,11-11-40,P0010,38,27.34,S6890
6891,12-11-40,P0011,188,61.33,S6891
6892,13-11-40,P0012,87,55.76,S6892
6893,14-11-40,P0013,85,49.29,S6893
6894,15-11-40,P0014,111,33.61,S6894
6895,16-11-40,P0015,247,68.26,S6895
6896,17-11-40,P0016,55,76.67,S6896
6897,18-11-40,P0017,59,50.19,S6897
6898,19-11-40,P0018,258,82.2,S6898
6899,20-11-40,P0019,307,24.16,S6899
6900,21-11-40,P0020,112,91.66,S6900
6901,22-11-40,P0001,141,46.7,S6901
6902,23-11-40,P0002,230,94.2,S6902
6903,24-11-40,P0003,441,16.66,S6903
6904,25-11-40,P0004,66,66.02,S6904
6905,26-11-40,P0005,268,85.4,S6905
6906,27-11-40,P0006,202,31.37,S6906
6907,28-11-40,P0007,0,98.11,S6907
6908,29-11-40,P0008,35,91.05,S6908
6909,30-11-40,P0009,38,32.9,S6909
6910,01-12-40,P0010,41,95.67,S6910
6911,02-12-40,P0011,298,46.67,S6911
6912,03-12-40,P0012,60,81.53,S6912
6913,04-12-40,P0013,161,41.95,S6913
6914,05-12-40,P0014,69,77.39,S6914
6915,06-12-40,P0015,270,14.4,S6915
6916,07-12-40,P0016,156,26.05,S6916
6917,08-12-40,P0017,122,98.34,S6917
6918,09-12-40,P0018,56,25.21,S6918
6919,10-12-40,P0019,56,12.96,S6919
6920,11-12-40,P0020,81,96.73,S6920
6921,12-12-40,P0001,29,26.72,S6921
6922,13-12-40,P0002,161,38.72,S6922
6923,14-12-40,P0003,94,51.28,S6923
6924,15-12-40,P0004,54,32.22,S6924
6925,16-12-40,P0005,106,98.02,S6925
6926,17-12-40,P0006,295,97.82,S6926
6927,18-12-40,P0007,361,92.68,S6927
6928,19-12-40,P0008,135,77.09,S6928
6929,20-12-40,P0009,47,69.25,S6929
6930,21-12-40,P0010,56,41.47,S6930
6931,22-12-40,P0011,258,87.23,S6931
6932,23-12-40,P0012,141,11.84,S6932
6933,24-12-40,P0013,54,31.08,S6933
6934,25-12-40,P0014,138,15.13,S6934
6935,26-12-40,P0015,70,88.99,S6935
6936,27-12-40,P0016,65,32.23,S6936
6937,28-12-40,P0017,90,69.56,S6937
6938,29-12-40,P0018,173,20.05,S6938
6939,30-12-40,P0019,108,34.73,S6939
6940,31-12-40,P0020,119,29.51,S6940
6941,01-01-41,P0001,416,37.23,S6941
6942,02-01-41,P0002,412,98.04,S6942
6943,03-01-41,P0003,241,26.96,S6943
6944,04-01-41,P0004,333,51.52,S6944
6945,05-01-41,P0005,112,60.46,S6945
6946,06-01-41,P0006,14,52.05,S6946
6947,07-01-41,P0007,121,50.08,S6947
6948,08-01-41,P0008,130,14.68,S6948
6949,09-01-41,P0009,36,83.91,S6949
6950,10-01-41,P0010,10,94.55,S6950
6951,11-01-41,P0011,62,56.99,S6951
6952,12-01-41,P0012,85,61.83,S6952
6953,13-01-41,P0013,240,83.13,S6953
6954,14-01-41,P0014,75,86.03,S6954
6955,15-01-41,P0015,2,55.46,S6955
6956,16-01-41,P0016,64,16.79,S6956
6957,17-01-41,P0017,115,49.48,S6957
6958,18-01-41,P0018,175,11.75,S6958
6959,19-01-41,P0019,165,96.93,S6959
6960,20-01-41,P0020,192,76.49,S6960
6961,21-01-41,P0001,116,76.54,S6961
6962,22-01-41,P0002,253,70.71,S6962
6963,23-01-41,P0003,209,96.02,S6963
6964,24-01-41,P0004,252,20.08,S6964
6965,25-01-41,P0005,124,61.23,S6965
6966,26-01-41,P0006,88,51.68,S6966
6967,27-01-41,P0007,74,64.75,S6967
6968,28-01-41,P0008,45,27.84,S6968
6969,29-01-41,P0009,132,29.46,S6969
6970,30-01-41,P0010,349,99.19,S6970
6971,31-01-41,P0011,45,34.39,S6971
6972,01-02-41,P0012,34,94.03,S6972
6973,02-02-41,P0013,97,56.66,S6973
6974,03-02-41,P0014,36,46.91,S6974
6975,04-02-41,P0015,24,77.04,S6975
6976,05-02-41,P0016,75,80.22,S6976
6977,06-02-41,P0017,78,26.25,S6977
6978,07-02-41,P0018,79,30.74,S6978
6979,08-02-41,P0019,143,80.87,S6979
6980,09-02-41,P0020,71,39.23,S6980
6981,10-02-41,P0001,9,77.74,S6981
6982,11-02-41,P0002,236,89.64,S6982
6983,12-02-41,P0003,104,64,S6983
6984,13-02-41,P0004,159,98.2,S6984
6985,14-02-41,P0005,280,94.41,S6985
6986,15-02-41,P0006,75,76.4,S6986
6987,16-02-41,P0007,328,95.83,S6987
6988,17-02-41,P0008,174,50.66,S6988
6989,18-02-41,P0009,270,87.75,S6989
6990,19-02-41,P0010,305,47.3,S6990
6991,20-02-41,P0011,85,34.62,S6991
6992,21-02-41,P0012,128,86.07,S6992
6993,22-02-41,P0013,159,91.91,S6993
6994,23-02-41,P0014,6,24.48,S6994
6995,24-02-41,P0015,260,74.77,S6995
6996,25-02-41,P0016,1,16.79,S6996
6997,26-02-41,P0017,9,71.61,S6997
6998,27-02-41,P0018,382,82.15,S6998
6999,28-02-41,P0019,24,57.39,S6999
7000,01-03-41,P0020,179,78.98,S7000
7001,02-03-41,P0001,194,91.91,S7001
7002,03-03-41,P0002,307,64.71,S7002
7003,04-03-41,P0003,59,22.83,S7003
7004,05-03-41,P0004,135,13.74,S7004
7005,06-03-41,P0005,19,63.69,S7005
7006,07-03-41,P0006,431,94.07,S7006
7007,08-03-41,P0007,10,18.96,S7007
7008,09-03-41,P0008,170,69.59,S7008
7009,10-03-41,P0009,59,64.42,S7009
7010,11-03-41,P0010,60,73.75,S7010
7011,12-03-41,P0011,154,79.13,S7011
7012,13-03-41,P0012,35,96.18,S7012
7013,14-03-41,P0013,218,92.5,S7013
7014,15-03-41,P0014,32,31.87,S7014
7015,16-03-41,P0015,32,64.84,S7015
7016,17-03-41,P0016,75,70.24,S7016
7017,18-03-41,P0017,299,57.19,S7017
7018,19-03-41,P0018,196,62.46,S7018
7019,20-03-41,P0019,84,17.43,S7019
7020,21-03-41,P0020,32,40.91,S7020
7021,22-03-41,P0001,93,53.95,S7021
7022,23-03-41,P0002,165,60.85,S7022
7023,24-03-41,P0003,52,74.52,S7023
7024,25-03-41,P0004,47,23.68,S7024
7025,26-03-41,P0005,175,99.91,S7025
7026,27-03-41,P0006,67,59.91,S7026
7027,28-03-41,P0007,106,12.98,S7027
7028,29-03-41,P0008,53,96.48,S7028
7029,30-03-41,P0009,82,14.52,S7029
7030,31-03-41,P0010,238,58.16,S7030
7031,01-04-41,P0011,120,27.72,S7031
7032,02-04-41,P0012,133,34.12,S7032
7033,03-04-41,P0013,38,79.53,S7033
7034,04-04-41,P0014,139,16.07,S7034
7035,05-04-41,P0015,53,86.47,S7035
7036,06-04-41,P0016,222,57.2,S7036
7037,07-04-41,P0017,50,65.88,S7037
7038,08-04-41,P0018,164,89.08,S7038
7039,09-04-41,P0019,102,78.36,S7039
7040,10-04-41,P0020,29,20.12,S7040
7041,11-04-41,P0001,249,31.22,S7041
7042,12-04-41,P0002,40,23.76,S7042
7043,13-04-41,P0003,130,29.73,S7043
7044,14-04-41,P0004,51,13.57,S7044
7045,15-04-41,P0005,28,63.89,S7045
7046,16-04-41,P0006,386,84.32,S7046
7047,17-04-41,P0007,99,85.61,S7047
7048,18-04-41,P0008,45,27.35,S7048
7049,19-04-41,P0009,32,83.2,S7049
7050,20-04-41,P0010,2,97.3,S7050
7051,21-04-41,P0011,77,76.03,S7051
7052,22-04-41,P0012,43,93.87,S7052
7053,23-04-41,P0013,113,46.9,S7053
7054,24-04-41,P0014,144,49.67,S7054
7055,25-04-41,P0015,76,94.23,S7055
7056,26-04-41,P0016,273,37.2,S7056
7057,27-04-41,P0017,48,39.7,S7057
7058,28-04-41,P0018,4,35.54,S7058
7059,29-04-41,P0019,37,38.12,S7059
7060,30-04-41,P0020,286,45.11,S7060
7061,01-05-41,P0001,329,78.18,S7061
7062,02-05-41,P0002,355,22.24,S7062
7063,03-05-41,P0003,19,82.66,S7063
7064,04-05-41,P0004,97,88.9,S7064
7065,05-05-41,P0005,252,51.99,S7065
7066,06-05-41,P0006,66,61.9,S7066
7067,07-05-41,P0007,209,27.68,S7067
7068,08-05-41,P0008,302,63.9,S7068
7069,09-05-41,P0009,444,50.5,S7069
7070,10-05-41,P0010,162,19.9,S7070
7071,11-05-41,P0011,113,34.61,S7071
7072,12-05-41,P0012,332,38.97,S7072
7073,13-05-41,P0013,6,41.05,S7073
7074,14-05-41,P0014,217,83.8,S7074
7075,15-05-41,P0015,0,21.51,S7075
7076,16-05-41,P0016,92,18.55,S7076
7077,17-05-41,P0017,18,97.25,S7077
7078,18-05-41,P0018,207,51.61,S7078
7079,19-05-41,P0019,40,79.38,S7079
7080,20-05-41,P0020,214,78.97,S7080
7081,21-05-41,P0001,170,16.1,S7081
7082,22-05-41,P0002,252,58.22,S7082
7083,23-05-41,P0003,331,57.68,S7083
7084,24-05-41,P0004,397,74.33,S7084
7085,25-05-41,P0005,2,26.34,S7085
7086,26-05-41,P0006,209,52.35,S7086
7087,27-05-41,P0007,320,46.12,S7087
7088,28-05-41,P0008,157,60.5,S7088
7089,29-05-41,P0009,227,42.15,S7089
7090,30-05-41,P0010,255,56.46,S7090
7091,31-05-41,P0011,49,67.5,S7091
7092,01-06-41,P0012,142,47.67,S7092
7093,02-06-41,P0013,38,58.9,S7093
7094,03-06-41,P0014,5,76.59,S7094
7095,04-06-41,P0015,324,39.06,S7095
7096,05-06-41,P0016,107,80.64,S7096
7097,06-06-41,P0017,355,49.01,S7097
7098,07-06-41,P0018,33,31.68,S7098
7099,08-06-41,P0019,79,38.59,S7099
7100,09-06-41,P0020,434,46.61,S7100
7101,10-06-41,P0001,95,87,S7101
7102,11-06-41,P0002,149,19.99,S7102
7103,12-06-41,P0003,12,93.95,S7103
7104,13-06-41,P0004,294,56.99,S7104
7105,14-06-41,P0005,195,67.37,S7105
7106,15-06-41,P0006,64,97.5,S7106
7107,16-06-41,P0007,210,84.01,S7107
7108,17-06-41,P0008,70,34.37,S7108
7109,18-06-41,P0009,171,94.53,S7109
7110,19-06-41,P0010,34,41.59,S7110
7111,20-06-41,P0011,216,65.22,S7111
7112,21-06-41,P0012,170,83.75,S7112
7113,22-06-41,P0013,301,86.38,S7113
7114,23-06-41,P0014,1,45.94,S7114
7115,24-06-41,P0015,63,28.93,S7115
7116,25-06-41,P0016,24,98.59,S7116
7117,26-06-41,P0017,258,10.28,S7117
7118,27-06-41,P0018,127,47.58,S7118
7119,28-06-41,P0019,124,76.31,S7119
7120,29-06-41,P0020,181,84.63,S7120
7121,30-06-41,P0001,147,91.09,S7121
7122,01-07-41,P0002,295,41.5,S7122
7123,02-07-41,P0003,60,89.59,S7123
7124,03-07-41,P0004,103,39.17,S7124
7125,04-07-41,P0005,9,99.02,S7125
7126,05-07-41,P0006,180,36.8,S7126
7127,06-07-41,P0007,349,68.34,S7127
7128,07-07-41,P0008,55,54.65,S7128
7129,08-07-41,P0009,39,76.04,S7129
7130,09-07-41,P0010,73,84.34,S7130
7131,10-07-41,P0011,315,11.66,S7131
7132,11-07-41,P0012,199,66.91,S7132
7133,12-07-41,P0013,265,62.08,S7133
7134,13-07-41,P0014,348,99.05,S7134
7135,14-07-41,P0015,109,89.27,S7135
7136,15-07-41,P0016,83,29.67,S7136
7137,16-07-41,P0017,381,35.93,S7137
7138,17-07-41,P0018,53,37.74,S7138
7139,18-07-41,P0019,156,63.07,S7139
7140,19-07-41,P0020,118,57.08,S7140
7141,20-07-41,P0001,37,47.85,S7141
7142,21-07-41,P0002,23,86.59,S7142
7143,22-07-41,P0003,54,49.3,S7143
7144,23-07-41,P0004,289,99.71,S7144
7145,24-07-41,P0005,73,83.32,S7145
7146,25-07-41,P0006,123,68.16,S7146
7147,26-07-41,P0007,111,11.3,S7147
7148,27-07-41,P0008,85,14.98,S7148
7149,28-07-41,P0009,105,59.71,S7149
7150,29-07-41,P0010,17,36.04,S7150
7151,30-07-41,P0011,147,45.7,S7151
7152,31-07-41,P0012,97,73.96,S7152
7153,01-08-41,P0013,0,59.13,S7153
7154,02-08-41,P0014,24,45.08,S7154
7155,03-08-41,P0015,20,46.38,S7155
7156,04-08-41,P0016,137,30.45,S7156
7157,05-08-41,P0017,302,80.87,S7157
7158,06-08-41,P0018,18,41.02,S7158
7159,07-08-41,P0019,169,86.42,S7159
7160,08-08-41,P0020,1,92.67,S7160
7161,09-08-41,P0001,84,30.04,S7161
7162,10-08-41,P0002,212,41.59,S7162
7163,11-08-41,P0003,16,35.54,S7163
7164,12-08-41,P0004,42,27.55,S7164
7165,13-08-41,P0005,49,36.7,S7165
7166,14-08-41,P0006,326,12.16,S7166
7167,15-08-41,P0007,287,23.4,S7167
7168,16-08-41,P0008,235,32.65,S7168
7169,17-08-41,P0009,11,61.71,S7169
7170,18-08-41,P0010,70,87.36,S7170
7171,19-08-41,P0011,52,86.23,S7171
7172,20-08-41,P0012,20,76.77,S7172
7173,21-08-41,P0013,238,59.68,S7173
7174,22-08-41,P0014,47,59.81,S7174
7175,23-08-41,P0015,90,17.79,S7175
7176,24-08-41,P0016,142,14.75,S7176
7177,25-08-41,P0017,40,91.46,S7177
7178,26-08-41,P0018,173,85.37,S7178
7179,27-08-41,P0019,71,79.26,S7179
7180,28-08-41,P0020,230,40.64,S7180
7181,29-08-41,P0001,93,36.05,S7181
7182,30-08-41,P0002,113,35.41,S7182
7183,31-08-41,P0003,112,95.67,S7183
7184,01-09-41,P0004,222,61.77,S7184
7185,02-09-41,P0005,173,17.43,S7185
7186,03-09-41,P0006,65,88.43,S7186
7187,04-09-41,P0007,362,85.5,S7187
7188,05-09-41,P0008,182,41.64,S7188
7189,06-09-41,P0009,42,34.73,S7189
7190,07-09-41,P0010,433,80.46,S7190
7191,08-09-41,P0011,193,78.51,S7191
7192,09-09-41,P0012,125,60.34,S7192
7193,10-09-41,P0013,207,69.95,S7193
7194,11-09-41,P0014,80,93.13,S7194
7195,12-09-41,P0015,73,38.92,S7195
7196,13-09-41,P0016,158,33.81,S7196
7197,14-09-41,P0017,107,25.92,S7197
7198,15-09-41,P0018,18,44.86,S7198
7199,16-09-41,P0019,1,13.34,S7199
7200,17-09-41,P0020,432,34.22,S7200
7201,18-09-41,P0001,74,59.11,S7201
7202,19-09-41,P0002,108,75.56,S7202
7203,20-09-41,P0003,17,25.61,S7203
7204,21-09-41,P0004,0,29.96,S7204
7205,22-09-41,P0005,26,81.41,S7205
7206,23-09-41,P0006,46,28.9,S7206
7207,24-09-41,P0007,249,85.26,S7207
7208,25-09-41,P0008,142,10.63,S7208
7209,26-09-41,P0009,143,83.51,S7209
7210,27-09-41,P0010,88,31.75,S7210
7211,28-09-41,P0011,97,39.6,S7211
7212,29-09-41,P0012,48,57.31,S7212
7213,30-09-41,P0013,232,79.29,S7213
7214,01-10-41,P0014,328,10.95,S7214
7215,02-10-41,P0015,175,82.03,S7215
7216,03-10-41,P0016,156,41.42,S7216
7217,04-10-41,P0017,266,67.01,S7217
7218,05-10-41,P0018,67,10.91,S7218
7219,06-10-41,P0019,50,93.04,S7219
7220,07-10-41,P0020,42,99.74,S7220
7221,08-10-41,P0001,5,17.5,S7221
7222,09-10-41,P0002,160,85.25,S7222
7223,10-10-41,P0003,55,35.18,S7223
7224,11-10-41,P0004,240,56.36,S7224
7225,12-10-41,P0005,407,97,S7225
7226,13-10-41,P0006,37,75.62,S7226
7227,14-10-41,P0007,16,29.58,S7227
7228,15-10-41,P0008,210,77.72,S7228
7229,16-10-41,P0009,377,38.95,S7229
7230,17-10-41,P0010,85,30.67,S7230
7231,18-10-41,P0011,56,28.02,S7231
7232,19-10-41,P0012,58,10.91,S7232
7233,20-10-41,P0013,102,45.26,S7233
7234,21-10-41,P0014,46,88.23,S7234
7235,22-10-41,P0015,309,96.9,S7235
7236,23-10-41,P0016,2,39.73,S7236
7237,24-10-41,P0017,136,83.84,S7237
7238,25-10-41,P0018,20,98.08,S7238
7239,26-10-41,P0019,1,83.41,S7239
7240,27-10-41,P0020,300,84.14,S7240
7241,28-10-41,P0001,161,78.38,S7241
7242,29-10-41,P0002,75,84.12,S7242
7243,30-10-41,P0003,47,17.74,S7243
7244,31-10-41,P0004,205,23.6,S7244
7245,01-11-41,P0005,85,62.92,S7245
7246,02-11-41,P0006,71,13.22,S7246
7247,03-11-41,P0007,111,82.17,S7247
7248,04-11-41,P0008,84,12.69,S7248
7249,05-11-41,P0009,26,62.27,S7249
7250,06-11-41,P0010,203,53.18,S7250
7251,07-11-41,P0011,18,66.75,S7251
7252,08-11-41,P0012,283,49.55,S7252
7253,09-11-41,P0013,32,81.32,S7253
7254,10-11-41,P0014,285,55.05,S7254
7255,11-11-41,P0015,220,65.41,S7255
7256,12-11-41,P0016,28,51.53,S7256
7257,13-11-41,P0017,126,86.55,S7257
7258,14-11-41,P0018,39,54.69,S7258
7259,15-11-41,P0019,249,19.46,S7259
7260,16-11-41,P0020,327,60.79,S7260
7261,17-11-41,P0001,86,17.96,S7261
7262,18-11-41,P0002,190,27.03,S7262
7263,19-11-41,P0003,294,83.5,S7263
7264,20-11-41,P0004,77,40.55,S7264
7265,21-11-41,P0005,220,21.68,S7265
7266,22-11-41,P0006,75,80.7,S7266
7267,23-11-41,P0007,31,93.7,S7267
7268,24-11-41,P0008,363,33.26,S7268
7269,25-11-41,P0009,84,64.87,S7269
7270,26-11-41,P0010,142,41.31,S7270
7271,27-11-41,P0011,244,89.65,S7271
7272,28-11-41,P0012,59,30.8,S7272
7273,29-11-41,P0013,39,34.46,S7273
7274,30-11-41,P0014,370,97.09,S7274
7275,01-12-41,P0015,185,98,S7275
7276,02-12-41,P0016,177,94.47,S7276
7277,03-12-41,P0017,3,11.26,S7277
7278,04-12-41,P0018,44,23.9,S7278
7279,05-12-41,P0019,201,96.05,S7279
7280,06-12-41,P0020,211,89.34,S7280
7281,07-12-41,P0001,218,22.86,S7281
7282,08-12-41,P0002,365,62.75,S7282
7283,09-12-41,P0003,87,40.22,S7283
7284,10-12-41,P0004,60,23.33,S7284
7285,11-12-41,P0005,129,47.91,S7285
7286,12-12-41,P0006,295,62.7,S7286
7287,13-12-41,P0007,69,77.13,S7287
7288,14-12-41,P0008,44,42.79,S7288
7289,15-12-41,P0009,64,59.96,S7289
7290,16-12-41,P0010,140,19.81,S7290
7291,17-12-41,P0011,9,52.69,S7291
7292,18-12-41,P0012,408,66.18,S7292
7293,19-12-41,P0013,206,46.51,S7293
7294,20-12-41,P0014,209,28.05,S7294
7295,21-12-41,P0015,49,38.8,S7295
7296,22-12-41,P0016,56,51.76,S7296
7297,23-12-41,P0017,182,61.61,S7297
7298,24-12-41,P0018,101,91.14,S7298
7299,25-12-41,P0019,42,99.17,S7299
7300,26-12-41,P0020,42,67.01,S7300
7301,27-12-41,P0001,78,69.17,S7301
7302,28-12-41,P0002,364,34.94,S7302
7303,29-12-41,P0003,85,43.65,S7303
7304,30-12-41,P0004,157,24.98,S7304
7305,31-12-41,P0005,26,98.1,S7305
7306,01-01-42,P0006,108,86.02,S7306
7307,02-01-42,P0007,72,31.31,S7307
7308,03-01-42,P0008,380,74.77,S7308
7309,04-01-42,P0009,20,66.85,S7309
7310,05-01-42,P0010,173,90.84,S7310
7311,06-01-42,P0011,84,47.34,S7311
7312,07-01-42,P0012,33,90.14,S7312
7313,08-01-42,P0013,59,94.3,S7313
7314,09-01-42,P0014,386,35.92,S7314
7315,10-01-42,P0015,104,63.13,S7315
7316,11-01-42,P0016,139,46.83,S7316
7317,12-01-42,P0017,65,32.64,S7317
7318,13-01-42,P0018,30,39.32,S7318
7319,14-01-42,P0019,65,94.21,S7319
7320,15-01-42,P0020,123,40.12,S7320
7321,16-01-42,P0001,103,26.53,S7321
7322,17-01-42,P0002,39,52.28,S7322
7323,18-01-42,P0003,1,13.79,S7323
7324,19-01-42,P0004,66,94.41,S7324
7325,20-01-42,P0005,176,74.09,S7325
7326,21-01-42,P0006,76,36.74,S7326
7327,22-01-42,P0007,107,73.85,S7327
7328,23-01-42,P0008,127,63.54,S7328
7329,24-01-42,P0009,231,10.74,S7329
7330,25-01-42,P0010,32,81.66,S7330
7331,26-01-42,P0011,113,75.38,S7331
7332,27-01-42,P0012,267,36.99,S7332
7333,28-01-42,P0013,186,61.61,S7333
7334,29-01-42,P0014,15,36.11,S7334
7335,30-01-42,P0015,144,46.81,S7335
7336,31-01-42,P0016,204,74.59,S7336
7337,01-02-42,P0017,74,49.94,S7337
7338,02-02-42,P0018,330,62.57,S7338
7339,03-02-42,P0019,15,59.38,S7339
7340,04-02-42,P0020,32,40.34,S7340
7341,05-02-42,P0001,67,45.33,S7341
7342,06-02-42,P0002,109,29.74,S7342
7343,07-02-42,P0003,85,28.48,S7343
7344,08-02-42,P0004,44,34.36,S7344
7345,09-02-42,P0005,135,65.88,S7345
7346,10-02-42,P0006,302,87.07,S7346
7347,11-02-42,P0007,11,87.14,S7347
7348,12-02-42,P0008,47,40.45,S7348
7349,13-02-42,P0009,380,80.1,S7349
7350,14-02-42,P0010,30,81.93,S7350
7351,15-02-42,P0011,75,62.35,S7351
7352,16-02-42,P0012,214,49.76,S7352
7353,17-02-42,P0013,128,95.46,S7353
7354,18-02-42,P0014,92,96.48,S7354
7355,19-02-42,P0015,68,86.2,S7355
7356,20-02-42,P0016,37,78.85,S7356
7357,21-02-42,P0017,47,55.25,S7357
7358,22-02-42,P0018,280,68.01,S7358
7359,23-02-42,P0019,62,48.88,S7359
7360,24-02-42,P0020,28,78.42,S7360
7361,25-02-42,P0001,189,27.53,S7361
7362,26-02-42,P0002,202,54.63,S7362
7363,27-02-42,P0003,11,24.59,S7363
7364,28-02-42,P0004,21,27.39,S7364
7365,01-03-42,P0005,51,61.7,S7365
7366,02-03-42,P0006,58,79.59,S7366
7367,03-03-42,P0007,23,56.81,S7367
7368,04-03-42,P0008,179,56.1,S7368
7369,05-03-42,P0009,77,61.29,S7369
7370,06-03-42,P0010,200,89.48,S7370
7371,07-03-42,P0011,201,60.54,S7371
7372,08-03-42,P0012,80,75.34,S7372
7373,09-03-42,P0013,14,26.73,S7373
7374,10-03-42,P0014,9,36.67,S7374
7375,11-03-42,P0015,21,63.5,S7375
7376,12-03-42,P0016,278,44.58,S7376
7377,13-03-42,P0017,91,54.67,S7377
7378,14-03-42,P0018,30,10.65,S7378
7379,15-03-42,P0019,49,50.76,S7379
7380,16-03-42,P0020,6,10.01,S7380
7381,17-03-42,P0001,47,54.27,S7381
7382,18-03-42,P0002,90,32.78,S7382
7383,19-03-42,P0003,180,90.95,S7383
7384,20-03-42,P0004,171,22.45,S7384
7385,21-03-42,P0005,88,95.65,S7385
7386,22-03-42,P0006,109,43.37,S7386
7387,23-03-42,P0007,23,98.77,S7387
7388,24-03-42,P0008,118,12.09,S7388
7389,25-03-42,P0009,95,29.91,S7389
