Product_id,date,opening_stock,Units Sold,clossing_stock,restock_quantity,store_id
P0014,09-06-22,152,66,86,0,S005
P0015,09-06-22,144,144,0,606,S005
P0016,09-06-22,193,50,143,0,S005
P0017,09-06-22,112,68,44,90,S005
P0018,09-06-22,215,115,100,0,S005
P0019,09-06-22,187,121,66,182,S005
P0020,09-06-22,201,82,119,143,S005
P0001,10-06-22,359,67,292,0,S001
P0002,10-06-22,201,153,48,122,S001
P0003,10-06-22,58,58,0,0,S001
P0004,10-06-22,307,226,81,369,S001
P0005,10-06-22,327,117,210,0,S001
P0006,10-06-22,299,92,207,0,S001
P0007,10-06-22,792,116,676,0,S001
P0008,10-06-22,106,106,0,161,S001
P0009,10-06-22,159,62,97,59,S001
P0010,10-06-22,120,61,59,0,S001
P0011,10-06-22,91,80,11,183,S001
P0012,10-06-22,490,109,381,0,S001
P0013,10-06-22,102,38,64,0,S001
P0014,10-06-22,973,75,898,0,S001
P0015,10-06-22,200,134,66,134,S001
P0016,10-06-22,884,62,822,0,S001
P0017,10-06-22,28,28,0,116,S001
P0018,10-06-22,165,165,0,186,S001
P0019,10-06-22,80,58,22,54,S001
P0020,10-06-22,711,74,637,0,S001
P0001,10-06-22,683,114,569,0,S002
P0002,10-06-22,282,177,105,350,S002
P0003,10-06-22,179,158,21,0,S002
P0004,10-06-22,238,89,149,0,S002
P0005,10-06-22,370,55,315,0,S002
P0006,10-06-22,41,41,0,92,S002
P0007,10-06-22,45,45,0,0,S002
P0008,10-06-22,93,93,0,264,S002
P0009,10-06-22,403,133,270,410,S002
P0010,10-06-22,132,122,10,162,S002
P0011,10-06-22,212,83,129,0,S002
P0012,10-06-22,274,137,137,698,S002
P0013,10-06-22,645,136,509,0,S002
P0014,10-06-22,724,113,611,0,S002
P0015,10-06-22,423,64,359,471,S002
P0016,10-06-22,212,112,100,187,S002
P0017,10-06-22,188,74,114,0,S002
P0018,10-06-22,141,18,123,0,S002
P0019,10-06-22,314,52,262,0,S002
P0020,10-06-22,600,41,559,0,S002
P0001,10-06-22,146,119,27,220,S003
P0002,10-06-22,242,104,138,0,S003
P0003,10-06-22,165,165,0,208,S003
P0004,10-06-22,810,101,709,0,S003
P0005,10-06-22,1004,92,912,0,S003
P0006,10-06-22,223,146,77,0,S003
P0007,10-06-22,766,98,668,0,S003
P0008,10-06-22,170,85,85,0,S003
P0009,10-06-22,211,93,118,0,S003
P0010,10-06-22,157,76,81,129,S003
P0011,10-06-22,322,58,264,0,S003
P0012,10-06-22,312,103,209,0,S003
P0013,10-06-22,1035,102,933,0,S003
P0014,10-06-22,467,80,387,0,S003
P0015,10-06-22,312,226,86,0,S003
P0016,10-06-22,163,135,28,312,S003
P0017,10-06-22,423,49,374,0,S003
P0018,10-06-22,237,90,147,0,S003
P0019,10-06-22,137,116,21,145,S003
P0020,10-06-22,660,62,598,0,S003
P0001,10-06-22,379,192,187,0,S004
P0002,10-06-22,390,148,242,0,S004
P0003,10-06-22,296,30,266,0,S004
P0004,10-06-22,313,139,174,0,S004
P0005,10-06-22,95,53,42,83,S004
P0006,10-06-22,198,168,30,0,S004
P0007,10-06-22,1248,134,1114,0,S004
P0008,10-06-22,78,68,10,73,S004
P0009,10-06-22,239,72,167,200,S004
P0010,10-06-22,212,116,96,0,S004
P0011,10-06-22,213,123,90,0,S004
P0012,10-06-22,146,66,80,0,S004
P0013,10-06-22,663,138,525,0,S004
P0014,10-06-22,269,64,205,0,S004
P0015,10-06-22,381,89,292,0,S004
P0016,10-06-22,0,0,0,0,S004
P0017,10-06-22,170,36,134,0,S004
P0018,10-06-22,127,47,80,80,S004
P0019,10-06-22,130,74,56,84,S004
P0020,10-06-22,212,77,135,0,S004
P0001,10-06-22,131,125,6,345,S005
P0002,10-06-22,295,184,111,0,S005
P0003,10-06-22,174,143,31,196,S005
P0004,10-06-22,265,208,57,211,S005
P0005,10-06-22,222,110,112,0,S005
P0006,10-06-22,368,122,246,0,S005
P0007,10-06-22,560,129,431,0,S005
P0008,10-06-22,98,98,0,220,S005
P0009,10-06-22,540,123,417,0,S005
P0010,10-06-22,132,132,0,0,S005
P0011,10-06-22,174,97,77,658,S005
P0012,10-06-22,434,99,335,0,S005
P0013,10-06-22,607,174,433,0,S005
P0014,10-06-22,86,67,19,0,S005
P0015,10-06-22,342,57,285,0,S005
P0016,10-06-22,143,77,66,0,S005
P0017,10-06-22,134,112,22,139,S005
P0018,10-06-22,100,85,15,79,S005
P0019,10-06-22,66,21,45,0,S005
P0020,10-06-22,262,56,206,0,S005
P0001,11-06-22,292,100,192,256,S001
P0002,11-06-22,170,170,0,198,S001
P0003,11-06-22,470,163,307,601,S001
P0004,11-06-22,81,81,0,0,S001
P0005,11-06-22,210,210,0,0,S001
P0006,11-06-22,693,117,576,0,S001
P0007,11-06-22,676,165,511,619,S001
P0008,11-06-22,161,63,98,0,S001
P0009,11-06-22,156,71,85,125,S001
P0010,11-06-22,59,59,0,0,S001
P0011,11-06-22,166,89,77,0,S001
P0012,11-06-22,381,68,313,0,S001
P0013,11-06-22,64,64,0,83,S001
P0014,11-06-22,898,167,731,0,S001
P0015,11-06-22,200,103,97,0,S001
P0016,11-06-22,822,142,680,0,S001
P0017,11-06-22,116,50,66,0,S001
P0018,11-06-22,186,171,15,138,S001
P0019,11-06-22,76,67,9,74,S001
P0020,11-06-22,637,40,597,0,S001
P0001,11-06-22,569,87,482,0,S002
P0002,11-06-22,105,105,0,0,S002
P0003,11-06-22,487,164,323,506,S002
P0004,11-06-22,699,157,542,0,S002
P0005,11-06-22,315,196,119,0,S002
P0006,11-06-22,92,92,0,112,S002
P0007,11-06-22,336,18,318,0,S002
P0008,11-06-22,264,95,169,0,S002
P0009,11-06-22,270,158,112,0,S002
P0010,11-06-22,172,172,0,187,S002
P0011,11-06-22,129,67,62,0,S002
P0012,11-06-22,531,92,439,0,S002
P0013,11-06-22,509,193,316,530,S002
P0014,11-06-22,611,54,557,0,S002
P0015,11-06-22,359,29,330,0,S002
P0016,11-06-22,100,54,46,0,S002
P0017,11-06-22,490,60,430,0,S002
P0018,11-06-22,123,90,33,91,S002
P0019,11-06-22,262,28,234,0,S002
P0020,11-06-22,559,66,493,0,S002
P0001,11-06-22,27,27,0,226,S003
P0002,11-06-22,787,290,497,646,S003
P0003,11-06-22,208,100,108,0,S003
P0004,11-06-22,709,185,524,0,S003
P0005,11-06-22,912,209,703,0,S003
P0006,11-06-22,77,77,0,217,S003
P0007,11-06-22,668,143,525,627,S003
P0008,11-06-22,278,60,218,0,S003
P0009,11-06-22,118,118,0,238,S003
P0010,11-06-22,210,210,0,325,S003
P0011,11-06-22,264,90,174,246,S003
P0012,11-06-22,209,68,141,156,S003
P0013,11-06-22,933,172,761,0,S003
P0014,11-06-22,387,114,273,408,S003
P0015,11-06-22,1233,233,1000,0,S003
P0016,11-06-22,219,172,47,0,S003
P0017,11-06-22,374,47,327,0,S003
P0018,11-06-22,147,91,56,0,S003
P0019,11-06-22,166,163,3,187,S003
P0020,11-06-22,598,113,485,492,S003
P0001,11-06-22,187,174,13,0,S004
P0002,11-06-22,636,155,481,0,S004
P0003,11-06-22,266,141,125,307,S004
P0004,11-06-22,803,107,696,0,S004
P0005,11-06-22,125,125,0,160,S004
P0006,11-06-22,294,258,36,686,S004
P0007,11-06-22,1114,116,998,0,S004
P0008,11-06-22,83,45,38,50,S004
P0009,11-06-22,167,118,49,352,S004
P0010,11-06-22,507,142,365,630,S004
P0011,11-06-22,90,90,0,788,S004
P0012,11-06-22,80,80,0,158,S004
P0013,11-06-22,525,71,454,0,S004
P0014,11-06-22,205,28,177,0,S004
P0015,11-06-22,292,37,255,0,S004
P0016,11-06-22,345,91,254,282,S004
P0017,11-06-22,134,125,9,125,S004
P0018,11-06-22,160,62,98,0,S004
P0019,11-06-22,140,74,66,125,S004
P0020,11-06-22,135,46,89,98,S004
P0001,11-06-22,150,112,38,0,S005
P0002,11-06-22,575,125,450,0,S005
P0003,11-06-22,227,134,93,0,S005
P0004,11-06-22,268,236,32,240,S005
P0005,11-06-22,361,275,86,440,S005
P0006,11-06-22,246,145,101,0,S005
P0007,11-06-22,431,107,324,0,S005
P0008,11-06-22,220,67,153,0,S005
P0009,11-06-22,417,106,311,0,S005
P0010,11-06-22,315,177,138,0,S005
P0011,11-06-22,77,77,0,0,S005
P0012,11-06-22,335,61,274,362,S005
P0013,11-06-22,433,149,284,514,S005
P0014,11-06-22,490,82,408,0,S005
P0015,11-06-22,891,151,740,0,S005
P0016,11-06-22,421,91,330,396,S005
P0017,11-06-22,161,101,60,89,S005
P0018,11-06-22,94,90,4,125,S005
P0019,11-06-22,227,85,142,192,S005
P0020,11-06-22,206,116,90,0,S005
P0001,12-06-22,192,138,54,0,S001
P0002,12-06-22,198,143,55,175,S001
P0003,12-06-22,307,110,197,0,S001
P0004,12-06-22,369,103,266,0,S001
P0005,12-06-22,1053,83,970,0,S001
P0006,12-06-22,576,103,473,0,S001
P0007,12-06-22,511,143,368,0,S001
P0008,12-06-22,98,55,43,76,S001
P0009,12-06-22,210,81,129,0,S001
P0010,12-06-22,493,92,401,400,S001
P0011,12-06-22,260,145,115,388,S001
P0012,12-06-22,313,137,176,233,S001
P0013,12-06-22,83,71,12,99,S001
P0014,12-06-22,731,39,692,0,S001
P0015,12-06-22,97,89,8,107,S001
P0016,12-06-22,680,110,570,0,S001
P0017,12-06-22,66,66,0,161,S001
P0018,12-06-22,153,153,0,263,S001
P0019,12-06-22,83,13,70,0,S001
P0020,12-06-22,597,91,506,0,S001
P0001,12-06-22,482,105,377,522,S002
P0002,12-06-22,350,62,288,0,S002
P0003,12-06-22,323,96,227,0,S002
P0004,12-06-22,542,173,369,578,S002
P0005,12-06-22,622,60,562,0,S002
P0006,12-06-22,112,89,23,142,S002
P0007,12-06-22,318,80,238,305,S002
P0008,12-06-22,169,169,0,260,S002
P0009,12-06-22,522,101,421,0,S002
P0010,12-06-22,187,103,84,0,S002
P0011,12-06-22,543,133,410,0,S002
P0012,12-06-22,439,125,314,0,S002
P0013,12-06-22,316,188,128,0,S002
P0014,12-06-22,557,111,446,0,S002
P0015,12-06-22,330,88,242,0,S002
P0016,12-06-22,233,156,77,282,S002
P0017,12-06-22,430,178,252,545,S002
P0018,12-06-22,124,123,1,129,S002
P0019,12-06-22,690,139,551,0,S002
P0020,12-06-22,493,47,446,0,S002
P0001,12-06-22,220,56,164,0,S003
P0002,12-06-22,497,200,297,0,S003
P0003,12-06-22,108,46,62,50,S003
P0004,12-06-22,524,127,397,533,S003
P0005,12-06-22,703,161,542,0,S003
P0006,12-06-22,217,75,142,0,S003
P0007,12-06-22,525,72,453,0,S003
P0008,12-06-22,218,73,145,248,S003
P0009,12-06-22,238,147,91,0,S003
P0010,12-06-22,325,190,135,0,S003
P0011,12-06-22,174,156,18,0,S003
P0012,12-06-22,141,69,72,0,S003
P0013,12-06-22,761,190,571,1075,S003
P0014,12-06-22,273,142,131,630,S003
P0015,12-06-22,1000,426,574,1616,S003
P0016,12-06-22,359,177,182,290,S003
P0017,12-06-22,327,133,194,525,S003
P0018,12-06-22,453,75,378,365,S003
P0019,12-06-22,190,143,47,173,S003
P0020,12-06-22,485,54,431,0,S003
P0001,12-06-22,1263,227,1036,0,S004
P0002,12-06-22,481,131,350,0,S004
P0003,12-06-22,125,68,57,0,S004
P0004,12-06-22,696,75,621,0,S004
P0005,12-06-22,160,65,95,0,S004
P0006,12-06-22,36,36,0,0,S004
P0007,12-06-22,998,112,886,0,S004
P0008,12-06-22,88,57,31,81,S004
P0009,12-06-22,49,49,0,0,S004
P0010,12-06-22,365,71,294,0,S004
P0011,12-06-22,338,102,236,0,S004
P0012,12-06-22,158,43,115,0,S004
P0013,12-06-22,454,181,273,879,S004
P0014,12-06-22,177,62,115,117,S004
P0015,12-06-22,255,101,154,456,S004
P0016,12-06-22,254,61,193,0,S004
P0017,12-06-22,134,122,12,124,S004
P0018,12-06-22,98,66,32,66,S004
P0019,12-06-22,191,29,162,0,S004
P0020,12-06-22,89,69,20,0,S004
P0001,12-06-22,383,76,307,0,S005
P0002,12-06-22,450,105,345,0,S005
P0003,12-06-22,93,90,3,93,S005
P0004,12-06-22,272,63,209,0,S005
P0005,12-06-22,86,86,0,0,S005
P0006,12-06-22,851,78,773,0,S005
P0007,12-06-22,324,106,218,321,S005
P0008,12-06-22,153,109,44,137,S005
P0009,12-06-22,311,101,210,412,S005
P0010,12-06-22,740,286,454,854,S005
P0011,12-06-22,338,72,266,0,S005
P0012,12-06-22,274,72,202,0,S005
P0013,12-06-22,284,228,56,0,S005
P0014,12-06-22,408,99,309,0,S005
P0015,12-06-22,740,162,578,0,S005
P0016,12-06-22,330,126,204,0,S005
P0017,12-06-22,149,59,90,0,S005
P0018,12-06-22,129,81,48,107,S005
P0019,12-06-22,142,85,57,0,S005
P0020,12-06-22,90,69,21,105,S005
P0001,13-06-22,310,52,258,0,S001
P0002,13-06-22,230,134,96,0,S001
P0003,13-06-22,197,105,92,0,S001
P0004,13-06-22,266,63,203,0,S001
P0005,13-06-22,970,194,776,0,S001
P0006,13-06-22,473,84,389,0,S001
P0007,13-06-22,368,78,290,0,S001
P0008,13-06-22,119,64,55,113,S001
P0009,13-06-22,129,108,21,113,S001
P0010,13-06-22,401,49,352,0,S001
P0011,13-06-22,115,38,77,0,S001
P0012,13-06-22,176,108,68,0,S001
P0013,13-06-22,111,79,32,97,S001
P0014,13-06-22,692,86,606,0,S001
P0015,13-06-22,115,68,47,64,S001
P0016,13-06-22,570,38,532,0,S001
P0017,13-06-22,161,99,62,0,S001
P0018,13-06-22,263,140,123,0,S001
P0019,13-06-22,70,70,0,84,S001
P0020,13-06-22,506,79,427,0,S001
P0001,13-06-22,377,56,321,0,S002
P0002,13-06-22,288,155,133,271,S002
P0003,13-06-22,227,101,126,0,S002
P0004,13-06-22,369,92,277,0,S002
P0005,13-06-22,562,162,400,661,S002
P0006,13-06-22,165,136,29,140,S002
P0007,13-06-22,238,73,165,0,S002
P0008,13-06-22,260,111,149,0,S002
P0009,13-06-22,421,75,346,0,S002
P0010,13-06-22,84,84,0,146,S002
P0011,13-06-22,410,152,258,441,S002
P0012,13-06-22,314,74,240,0,S002
P0013,13-06-22,128,128,0,0,S002
P0014,13-06-22,446,67,379,0,S002
P0015,13-06-22,242,137,105,0,S002
P0016,13-06-22,77,77,0,0,S002
P0017,13-06-22,252,84,168,0,S002
P0018,13-06-22,130,71,59,125,S002
P0019,13-06-22,551,107,444,641,S002
P0020,13-06-22,446,102,344,0,S002
P0001,13-06-22,390,83,307,0,S003
P0002,13-06-22,297,195,102,0,S003
P0003,13-06-22,112,88,24,102,S003
P0004,13-06-22,397,154,243,0,S003
P0005,13-06-22,542,97,445,0,S003
P0006,13-06-22,142,141,1,133,S003
P0007,13-06-22,453,51,402,0,S003
P0008,13-06-22,145,108,37,0,S003
P0009,13-06-22,91,91,0,166,S003
P0010,13-06-22,135,135,0,222,S003
P0011,13-06-22,264,71,193,0,S003
P0012,13-06-22,228,135,93,247,S003
P0013,13-06-22,571,72,499,0,S003
P0014,13-06-22,131,95,36,0,S003
P0015,13-06-22,574,87,487,0,S003
P0016,13-06-22,182,98,84,0,S003
P0017,13-06-22,194,76,118,0,S003
P0018,13-06-22,378,106,272,0,S003
P0019,13-06-22,220,171,49,182,S003
P0020,13-06-22,431,139,292,0,S003
P0001,13-06-22,1036,163,873,0,S004
P0002,13-06-22,350,95,255,0,S004
P0003,13-06-22,57,57,0,0,S004
P0004,13-06-22,621,109,512,0,S004
P0005,13-06-22,95,61,34,72,S004
P0006,13-06-22,686,110,576,0,S004
P0007,13-06-22,886,86,800,0,S004
P0008,13-06-22,112,70,42,71,S004
P0009,13-06-22,200,60,140,0,S004
P0010,13-06-22,294,62,232,0,S004
P0011,13-06-22,236,85,151,0,S004
P0012,13-06-22,115,109,6,110,S004
P0013,13-06-22,273,74,199,0,S004
P0014,13-06-22,115,61,54,0,S004
P0015,13-06-22,154,63,91,0,S004
P0016,13-06-22,193,74,119,0,S004
P0017,13-06-22,136,55,81,93,S004
P0018,13-06-22,98,73,25,84,S004
P0019,13-06-22,162,107,55,159,S004
P0020,13-06-22,118,117,1,263,S004
P0001,13-06-22,307,135,172,0,S005
P0002,13-06-22,345,95,250,513,S005
P0003,13-06-22,96,69,27,126,S005
P0004,13-06-22,209,124,85,114,S005
P0005,13-06-22,440,122,318,0,S005
P0006,13-06-22,773,271,502,947,S005
P0007,13-06-22,218,106,112,0,S005
P0008,13-06-22,181,139,42,162,S005
P0009,13-06-22,210,29,181,0,S005
P0010,13-06-22,454,95,359,0,S005
P0011,13-06-22,266,88,178,0,S005
P0012,13-06-22,202,54,148,0,S005
P0013,13-06-22,56,56,0,537,S005
P0014,13-06-22,309,79,230,381,S005
P0015,13-06-22,578,106,472,0,S005
P0016,13-06-22,204,51,153,0,S005
P0017,13-06-22,90,90,0,147,S005
P0018,13-06-22,155,49,106,0,S005
P0019,13-06-22,249,64,185,0,S005
P0020,13-06-22,126,116,10,102,S005
P0001,14-06-22,258,126,132,225,S001
P0002,14-06-22,96,96,0,182,S001
P0003,14-06-22,92,92,0,0,S001
P0004,14-06-22,203,70,133,199,S001
P0005,14-06-22,776,167,609,1041,S001
P0006,14-06-22,389,107,282,421,S001
P0007,14-06-22,290,86,204,0,S001
P0008,14-06-22,168,64,104,0,S001
P0009,14-06-22,134,90,44,94,S001
P0010,14-06-22,352,45,307,0,S001
P0011,14-06-22,465,60,405,0,S001
P0012,14-06-22,301,122,179,205,S001
P0013,14-06-22,129,72,57,100,S001
P0014,14-06-22,606,140,466,574,S001
P0015,14-06-22,111,111,0,163,S001
P0016,14-06-22,532,101,431,587,S001
P0017,14-06-22,62,62,0,131,S001
P0018,14-06-22,123,123,0,197,S001
P0019,14-06-22,84,55,29,57,S001
P0020,14-06-22,427,81,346,0,S001
P0001,14-06-22,321,123,198,0,S002
P0002,14-06-22,133,48,85,0,S002
P0003,14-06-22,632,128,504,0,S002
P0004,14-06-22,277,123,154,0,S002
P0005,14-06-22,400,94,306,0,S002
P0006,14-06-22,169,87,82,0,S002
P0007,14-06-22,165,105,60,0,S002
P0008,14-06-22,149,149,0,182,S002
P0009,14-06-22,346,34,312,0,S002
P0010,14-06-22,146,146,0,168,S002
P0011,14-06-22,258,124,134,0,S002
P0012,14-06-22,938,60,878,0,S002
P0013,14-06-22,530,148,382,0,S002
P0014,14-06-22,379,66,313,275,S002
P0015,14-06-22,576,76,500,0,S002
P0016,14-06-22,282,48,234,0,S002
P0017,14-06-22,168,79,89,0,S002
P0018,14-06-22,184,105,79,0,S002
P0019,14-06-22,444,99,345,0,S002
P0020,14-06-22,344,35,309,0,S002
P0001,14-06-22,307,88,219,0,S003
P0002,14-06-22,748,279,469,726,S003
P0003,14-06-22,126,99,27,118,S003
P0004,14-06-22,243,142,101,0,S003
P0005,14-06-22,445,123,322,554,S003
P0006,14-06-22,134,129,5,117,S003
P0007,14-06-22,402,205,197,0,S003
P0008,14-06-22,285,82,203,0,S003
P0009,14-06-22,166,166,0,220,S003
P0010,14-06-22,222,222,0,261,S003
P0011,14-06-22,193,110,83,261,S003
P0012,14-06-22,93,55,38,0,S003
P0013,14-06-22,499,61,438,0,S003
P0014,14-06-22,444,139,305,0,S003
P0015,14-06-22,487,143,344,0,S003
P0016,14-06-22,374,112,262,260,S003
P0017,14-06-22,118,52,66,0,S003
P0018,14-06-22,272,72,200,0,S003
P0019,14-06-22,231,87,144,0,S003
P0020,14-06-22,292,108,184,0,S003
P0001,14-06-22,873,102,771,0,S004
P0002,14-06-22,255,255,0,585,S004
P0003,14-06-22,307,67,240,0,S004
P0004,14-06-22,512,97,415,0,S004
P0005,14-06-22,106,60,46,60,S004
P0006,14-06-22,576,125,451,0,S004
P0007,14-06-22,800,111,689,0,S004
P0008,14-06-22,113,54,59,67,S004
P0009,14-06-22,492,151,341,0,S004
P0010,14-06-22,232,56,176,0,S004
P0011,14-06-22,151,126,25,0,S004
P0012,14-06-22,116,63,53,0,S004
P0013,14-06-22,199,80,119,0,S004
P0014,14-06-22,171,61,110,131,S004
P0015,14-06-22,91,50,41,0,S004
P0016,14-06-22,401,50,351,0,S004
P0017,14-06-22,174,52,122,0,S004
P0018,14-06-22,109,97,12,132,S004
P0019,14-06-22,214,52,162,0,S004
P0020,14-06-22,1,1,0,0,S004
P0001,14-06-22,172,112,60,233,S005
P0002,14-06-22,250,106,144,0,S005
P0003,14-06-22,153,86,67,86,S005
P0004,14-06-22,199,112,87,0,S005
P0005,14-06-22,318,135,183,327,S005
P0006,14-06-22,502,202,300,0,S005
P0007,14-06-22,433,128,305,0,S005
P0008,14-06-22,204,81,123,0,S005
P0009,14-06-22,181,109,72,0,S005
P0010,14-06-22,359,103,256,0,S005
P0011,14-06-22,836,150,686,0,S005
P0012,14-06-22,148,100,48,0,S005
P0013,14-06-22,514,156,358,0,S005
P0014,14-06-22,230,65,165,0,S005
P0015,14-06-22,472,126,346,0,S005
P0016,14-06-22,549,105,444,0,S005
P0017,14-06-22,147,69,78,80,S005
P0018,14-06-22,106,106,0,197,S005
P0019,14-06-22,185,119,66,198,S005
P0020,14-06-22,112,80,32,78,S005
P0001,15-06-22,132,82,50,0,S001
P0002,15-06-22,182,110,72,145,S001
P0003,15-06-22,601,59,542,0,S001
P0004,15-06-22,133,119,14,0,S001
P0005,15-06-22,609,197,412,0,S001
P0006,15-06-22,282,53,229,0,S001
P0007,15-06-22,823,91,732,0,S001
P0008,15-06-22,104,22,82,0,S001
P0009,15-06-22,138,51,87,76,S001
P0010,15-06-22,307,72,235,0,S001
P0011,15-06-22,405,34,371,0,S001
P0012,15-06-22,179,153,26,345,S001
P0013,15-06-22,157,106,51,117,S001
P0014,15-06-22,466,112,354,0,S001
P0015,15-06-22,163,122,41,93,S001
P0016,15-06-22,431,243,188,0,S001
P0017,15-06-22,131,120,11,106,S001
P0018,15-06-22,197,159,38,233,S001
P0019,15-06-22,86,67,19,63,S001
P0020,15-06-22,346,59,287,306,S001
P0001,15-06-22,720,133,587,0,S002
P0002,15-06-22,356,105,251,327,S002
P0003,15-06-22,504,246,258,877,S002
P0004,15-06-22,732,216,516,0,S002
P0005,15-06-22,306,173,133,0,S002
P0006,15-06-22,82,53,29,50,S002
P0007,15-06-22,365,96,269,293,S002
P0008,15-06-22,182,113,69,123,S002
P0009,15-06-22,312,137,175,262,S002
P0010,15-06-22,168,111,57,156,S002
P0011,15-06-22,134,134,0,0,S002
P0012,15-06-22,878,77,801,0,S002
P0013,15-06-22,382,94,288,447,S002
P0014,15-06-22,313,53,260,0,S002
P0015,15-06-22,500,109,391,0,S002
P0016,15-06-22,234,171,63,358,S002
P0017,15-06-22,634,66,568,0,S002
P0018,15-06-22,79,79,0,115,S002
P0019,15-06-22,345,161,184,0,S002
P0020,15-06-22,309,47,262,0,S002
P0001,15-06-22,219,65,154,199,S003
P0002,15-06-22,469,121,348,0,S003
P0003,15-06-22,145,141,4,133,S003
P0004,15-06-22,634,163,471,0,S003
P0005,15-06-22,322,119,203,0,S003
P0006,15-06-22,122,95,27,121,S003
P0007,15-06-22,824,144,680,802,S003
P0008,15-06-22,203,59,144,153,S003
P0009,15-06-22,220,114,106,0,S003
P0010,15-06-22,261,129,132,0,S003
P0011,15-06-22,83,81,2,0,S003
P0012,15-06-22,285,56,229,0,S003
P0013,15-06-22,438,141,297,0,S003
P0014,15-06-22,935,107,828,0,S003
P0015,15-06-22,344,187,157,0,S003
P0016,15-06-22,262,145,117,0,S003
P0017,15-06-22,66,66,0,0,S003
P0018,15-06-22,200,120,80,0,S003
P0019,15-06-22,144,144,0,205,S003
P0020,15-06-22,676,73,603,0,S003
P0001,15-06-22,771,188,583,887,S004
P0002,15-06-22,0,0,0,566,S004
P0003,15-06-22,240,160,80,416,S004
P0004,15-06-22,415,183,232,697,S004
P0005,15-06-22,106,89,17,93,S004
P0006,15-06-22,451,115,336,0,S004
P0007,15-06-22,689,112,577,0,S004
P0008,15-06-22,126,98,28,95,S004
P0009,15-06-22,341,108,233,257,S004
P0010,15-06-22,806,133,673,0,S004
P0011,15-06-22,813,212,601,621,S004
P0012,15-06-22,53,53,0,138,S004
P0013,15-06-22,998,198,800,0,S004
P0014,15-06-22,110,63,47,209,S004
P0015,15-06-22,497,51,446,0,S004
P0016,15-06-22,351,107,244,393,S004
P0017,15-06-22,122,122,0,142,S004
P0018,15-06-22,144,54,90,0,S004
P0019,15-06-22,162,157,5,151,S004
P0020,15-06-22,263,50,213,0,S004
P0001,15-06-22,60,59,1,0,S005
P0002,15-06-22,144,58,86,0,S005
P0003,15-06-22,153,65,88,68,S005
P0004,15-06-22,87,87,0,201,S005
P0005,15-06-22,183,97,86,0,S005
P0006,15-06-22,300,105,195,0,S005
P0007,15-06-22,305,98,207,233,S005
P0008,15-06-22,123,108,15,124,S005
P0009,15-06-22,484,155,329,0,S005
P0010,15-06-22,1110,87,1023,0,S005
P0011,15-06-22,686,125,561,0,S005
P0012,15-06-22,410,111,299,513,S005
P0013,15-06-22,358,130,228,0,S005
P0014,15-06-22,165,53,112,0,S005
P0015,15-06-22,346,101,245,0,S005
P0016,15-06-22,444,101,343,0,S005
P0017,15-06-22,158,71,87,89,S005
P0018,15-06-22,197,132,65,0,S005
P0019,15-06-22,66,66,0,0,S005
P0020,15-06-22,110,61,49,99,S005
P0001,16-06-22,275,42,233,0,S001
P0002,16-06-22,217,126,91,0,S001
P0003,16-06-22,542,99,443,628,S001
P0004,16-06-22,213,85,128,0,S001
P0005,16-06-22,412,153,259,0,S001
P0006,16-06-22,229,86,143,0,S001
P0007,16-06-22,732,104,628,0,S001
P0008,16-06-22,82,46,36,60,S001
P0009,16-06-22,163,19,144,0,S001
P0010,16-06-22,635,78,557,0,S001
P0011,16-06-22,371,50,321,0,S001
P0012,16-06-22,231,49,182,0,S001
P0013,16-06-22,168,93,75,109,S001
P0014,16-06-22,354,147,207,0,S001
P0015,16-06-22,134,67,67,99,S001
P0016,16-06-22,188,126,62,0,S001
P0017,16-06-22,117,117,0,138,S001
P0018,16-06-22,271,175,96,0,S001
P0019,16-06-22,82,58,24,64,S001
P0020,16-06-22,287,89,198,0,S001
P0001,16-06-22,587,69,518,0,S002
P0002,16-06-22,251,167,84,0,S002
P0003,16-06-22,258,146,112,0,S002
P0004,16-06-22,516,113,403,0,S002
P0005,16-06-22,133,118,15,0,S002
P0006,16-06-22,79,79,0,85,S002
P0007,16-06-22,269,74,195,0,S002
P0008,16-06-22,192,101,91,0,S002
P0009,16-06-22,175,110,65,0,S002
P0010,16-06-22,213,188,25,135,S002
P0011,16-06-22,441,56,385,0,S002
P0012,16-06-22,801,41,760,0,S002
P0013,16-06-22,288,139,149,0,S002
P0014,16-06-22,260,108,152,0,S002
P0015,16-06-22,391,106,285,488,S002
P0016,16-06-22,63,63,0,0,S002
P0017,16-06-22,568,95,473,0,S002
P0018,16-06-22,115,115,0,144,S002
P0019,16-06-22,184,35,149,0,S002
P0020,16-06-22,262,67,195,308,S002
P0001,16-06-22,154,52,102,0,S003
P0002,16-06-22,348,169,179,0,S003
P0003,16-06-22,137,110,27,112,S003
P0004,16-06-22,471,118,353,0,S003
P0005,16-06-22,203,77,126,0,S003
P0006,16-06-22,148,68,80,98,S003
P0007,16-06-22,680,113,567,0,S003
P0008,16-06-22,144,96,48,272,S003
P0009,16-06-22,106,83,23,88,S003
P0010,16-06-22,132,115,17,175,S003
P0011,16-06-22,263,149,114,338,S003
P0012,16-06-22,229,31,198,0,S003
P0013,16-06-22,1372,179,1193,0,S003
P0014,16-06-22,828,111,717,0,S003
P0015,16-06-22,1773,136,1637,0,S003
P0016,16-06-22,377,184,193,423,S003
