product_id,product_name,Category,sku,unit,reorder_level
P0002,Furniture,Furniture,,91,32
P0003,Furniture,Furniture,,242,71
P0004,Toys,Toys,,283,133
P0005,Clothing,Clothing,,122,125
P0006,Furniture,Furniture,,95,37
P0007,Electronics,Electronics,,86,172
P0008,Toys,Toys,,403,193
P0009,Groceries,Groceries,,120,50
P0010,Furniture,Furniture,,4,161
P0011,Electronics,Electronics,,286,111
P0012,Furniture,Furniture,,123,82
P0013,Toys,Toys,,129,130
P0014,Groceries,Groceries,,229,102
P0015,Electronics,Electronics,,296,99
P0016,Toys,Toys,,171,30
P0017,Furniture,Furniture,,23,107
P0018,Furniture,Furniture,,75,175
P0019,Toys,Toys,,14,63
P0020,Electronics,Electronics,,168,167
P0001,Furniture,Furniture,,26,134
P0002,Electronics,Electronics,,29,45
P0003,Toys,Toys,,106,128
P0004,Toys,Toys,,59,151
P0005,Clothing,Clothing,,70,158
P0006,Groceries,Groceries,,25,192
P0007,Clothing,Clothing,,99,100
P0008,Toys,Toys,,141,195
P0009,Furniture,Furniture,,189,192
P0010,Groceries,Groceries,,404,71
P0011,Furniture,Furniture,,30,155
P0012,Electronics,Electronics,,220,24
P0013,Groceries,Groceries,,271,146
P0014,Electronics,Electronics,,157,33
P0015,Clothing,Clothing,,228,41
P0016,Toys,Toys,,4,100
P0017,Furniture,Furniture,,178,44
P0018,Electronics,Electronics,,197,115
P0019,Toys,Toys,,65,50
P0020,Groceries,Groceries,,259,56
P0001,Groceries,Groceries,,252,67
P0002,Groceries,Groceries,,71,145
P0003,Furniture,Furniture,,57,109
P0004,Groceries,Groceries,,30,108
P0005,Groceries,Groceries,,345,153
P0006,Electronics,Electronics,,287,70
P0007,Clothing,Clothing,,387,87
P0008,Furniture,Furniture,,38,86
P0009,Groceries,Groceries,,106,98
P0010,Clothing,Clothing,,118,54
P0011,Toys,Toys,,37,194
P0012,Toys,Toys,,70,115
P0013,Groceries,Groceries,,154,59
P0014,Electronics,Electronics,,192,194
P0015,Groceries,Groceries,,189,86
P0016,Groceries,Groceries,,92,43
P0017,Clothing,Clothing,,393,117
P0018,Furniture,Furniture,,264,112
P0019,Toys,Toys,,74,101
P0020,Groceries,Groceries,,108,127
P0001,Toys,Toys,,19,184
P0002,Clothing,Clothing,,183,167
P0003,Clothing,Clothing,,25,163
P0004,Clothing,Clothing,,206,54
P0005,Electronics,Electronics,,193,112
P0006,Clothing,Clothing,,13,63
P0007,Electronics,Electronics,,277,197
P0008,Clothing,Clothing,,166,86
P0009,Furniture,Furniture,,56,52
P0010,Groceries,Groceries,,126,23
P0011,Furniture,Furniture,,65,153
P0012,Toys,Toys,,155,158
P0013,Electronics,Electronics,,9,70
P0014,Electronics,Electronics,,222,50
P0015,Electronics,Electronics,,39,49
P0016,Electronics,Electronics,,16,145
P0017,Furniture,Furniture,,228,83
P0018,Furniture,Furniture,,290,117
P0019,Electronics,Electronics,,100,137
P0020,Groceries,Groceries,,14,53
P0001,Groceries,Groceries,,61,186
P0002,Groceries,Groceries,,147,175
P0003,Groceries,Groceries,,99,69
P0004,Groceries,Groceries,,359,49
P0005,Groceries,Groceries,,147,26
P0006,Toys,Toys,,401,188
P0007,Groceries,Groceries,,131,117
P0008,Groceries,Groceries,,373,66
P0009,Toys,Toys,,15,97
P0010,Clothing,Clothing,,70,123
P0011,Electronics,Electronics,,390,142
P0012,Clothing,Clothing,,1,192
P0013,Toys,Toys,,83,102
P0014,Electronics,Electronics,,54,176
P0015,Groceries,Groceries,,110,100
P0016,Toys,Toys,,217,185
P0017,Furniture,Furniture,,110,112
P0018,Toys,Toys,,337,92
P0019,Furniture,Furniture,,26,160
P0020,Clothing,Clothing,,124,134
P0001,Clothing,Clothing,,152,23
P0002,Clothing,Clothing,,409,86
P0003,Electronics,Electronics,,60,186
P0004,Toys,Toys,,57,138
P0005,Toys,Toys,,156,173
P0006,Clothing,Clothing,,146,130
P0007,Electronics,Electronics,,81,178
P0008,Toys,Toys,,222,179
P0009,Groceries,Groceries,,46,118
P0010,Groceries,Groceries,,194,84
P0011,Toys,Toys,,124,167
P0012,Toys,Toys,,15,97
P0013,Electronics,Electronics,,229,43
P0014,Electronics,Electronics,,64,173
P0015,Toys,Toys,,160,163
P0016,Toys,Toys,,49,133
P0017,Groceries,Groceries,,77,184
P0018,Clothing,Clothing,,112,31
P0019,Toys,Toys,,130,24
P0020,Toys,Toys,,412,39
P0001,Furniture,Furniture,,130,173
P0002,Clothing,Clothing,,181,38
P0003,Toys,Toys,,27,113
P0004,Furniture,Furniture,,212,80
P0005,Electronics,Electronics,,295,107
P0006,Groceries,Groceries,,261,124
P0007,Clothing,Clothing,,102,191
P0008,Electronics,Electronics,,51,102
P0009,Clothing,Clothing,,6,71
P0010,Electronics,Electronics,,0,81
P0011,Furniture,Furniture,,88,53
P0012,Groceries,Groceries,,129,47
P0013,Groceries,Groceries,,269,189
P0014,Toys,Toys,,70,136
P0015,Furniture,Furniture,,149,119
P0016,Toys,Toys,,19,69
P0017,Clothing,Clothing,,4,25
P0018,Groceries,Groceries,,25,85
P0019,Clothing,Clothing,,93,38
P0020,Toys,Toys,,374,128
P0001,Groceries,Groceries,,1,24
P0002,Clothing,Clothing,,225,116
P0003,Furniture,Furniture,,33,103
P0004,Furniture,Furniture,,25,149
P0005,Furniture,Furniture,,29,163
P0006,Clothing,Clothing,,448,179
P0007,Groceries,Groceries,,321,163
P0008,Clothing,Clothing,,325,186
P0009,Toys,Toys,,50,171
P0010,Furniture,Furniture,,106,93
P0011,Clothing,Clothing,,187,97
P0012,Clothing,Clothing,,76,189
P0013,Groceries,Groceries,,352,53
P0014,Clothing,Clothing,,207,32
P0015,Toys,Toys,,173,43
P0016,Groceries,Groceries,,247,53
P0017,Toys,Toys,,370,115
P0018,Toys,Toys,,184,93
P0019,Toys,Toys,,60,28
P0020,Groceries,Groceries,,331,197
P0001,Furniture,Furniture,,12,89
P0002,Clothing,Clothing,,55,78
P0003,Toys,Toys,,45,45
P0004,Furniture,Furniture,,28,158
P0005,Electronics,Electronics,,182,189
P0006,Clothing,Clothing,,137,151
P0007,Groceries,Groceries,,97,132
P0008,Toys,Toys,,201,37
P0009,Clothing,Clothing,,341,85
P0010,Clothing,Clothing,,310,100
P0011,Groceries,Groceries,,66,157
P0012,Groceries,Groceries,,77,132
P0013,Clothing,Clothing,,87,27
P0014,Toys,Toys,,351,111
P0015,Groceries,Groceries,,210,104
P0016,Clothing,Clothing,,58,144
P0017,Electronics,Electronics,,151,78
P0018,Furniture,Furniture,,189,100
P0019,Clothing,Clothing,,111,61
P0020,Groceries,Groceries,,131,152
P0001,Clothing,Clothing,,44,117
P0002,Furniture,Furniture,,48,73
P0003,Groceries,Groceries,,79,78
P0004,Clothing,Clothing,,18,122
P0005,Groceries,Groceries,,142,79
P0006,Clothing,Clothing,,135,87
P0007,Furniture,Furniture,,54,140
P0008,Groceries,Groceries,,32,169
P0009,Toys,Toys,,148,152
P0010,Clothing,Clothing,,83,172
P0011,Clothing,Clothing,,9,107
P0012,Clothing,Clothing,,192,94
P0013,Toys,Toys,,203,44
P0014,Clothing,Clothing,,51,82
P0015,Clothing,Clothing,,329,74
P0016,Electronics,Electronics,,25,71
P0017,Toys,Toys,,0,176
P0018,Toys,Toys,,39,44
P0019,Groceries,Groceries,,340,105
P0020,Clothing,Clothing,,23,124
P0001,Clothing,Clothing,,115,174
P0002,Groceries,Groceries,,5,36
P0003,Groceries,Groceries,,116,149
P0004,Toys,Toys,,293,179
P0005,Groceries,Groceries,,17,166
P0006,Furniture,Furniture,,144,41
P0007,Clothing,Clothing,,120,183
P0008,Toys,Toys,,308,145
P0009,Furniture,Furniture,,131,142
P0010,Clothing,Clothing,,116,108
P0011,Electronics,Electronics,,238,114
P0012,Furniture,Furniture,,158,152
P0013,Groceries,Groceries,,206,57
P0014,Furniture,Furniture,,29,68
P0015,Furniture,Furniture,,10,45
P0016,Clothing,Clothing,,13,179
P0017,Electronics,Electronics,,327,196
P0018,Electronics,Electronics,,124,140
P0019,Electronics,Electronics,,125,197
P0020,Clothing,Clothing,,19,119
P0001,Groceries,Groceries,,121,60
P0002,Groceries,Groceries,,53,104
P0003,Groceries,Groceries,,2,174
P0004,Toys,Toys,,73,98
P0005,Groceries,Groceries,,54,117
P0006,Furniture,Furniture,,114,34
P0007,Electronics,Electronics,,304,77
P0008,Electronics,Electronics,,144,193
P0009,Groceries,Groceries,,65,46
P0010,Clothing,Clothing,,67,165
P0011,Groceries,Groceries,,279,103
P0012,Furniture,Furniture,,167,83
P0013,Toys,Toys,,156,150
P0014,Furniture,Furniture,,71,75
P0015,Clothing,Clothing,,7,66
P0016,Electronics,Electronics,,33,68
P0017,Toys,Toys,,366,188
P0018,Groceries,Groceries,,17,174
P0019,Furniture,Furniture,,360,23
P0020,Furniture,Furniture,,302,73
P0001,Furniture,Furniture,,46,200
P0002,Electronics,Electronics,,79,126
P0003,Toys,Toys,,24,136
P0004,Toys,Toys,,396,183
P0005,Furniture,Furniture,,114,169
P0006,Toys,Toys,,94,54
P0007,Groceries,Groceries,,123,162
P0008,Electronics,Electronics,,106,98
P0009,Toys,Toys,,31,136
P0010,Furniture,Furniture,,343,159
P0011,Electronics,Electronics,,16,23
P0012,Clothing,Clothing,,264,182
P0013,Clothing,Clothing,,350,120
P0014,Toys,Toys,,119,35
P0015,Furniture,Furniture,,254,69
P0016,Groceries,Groceries,,295,89
P0017,Electronics,Electronics,,14,73
P0018,Electronics,Electronics,,177,119
P0019,Toys,Toys,,125,188
P0020,Furniture,Furniture,,261,150
P0001,Groceries,Groceries,,282,104
P0002,Toys,Toys,,264,86
P0003,Electronics,Electronics,,247,101
P0004,Furniture,Furniture,,319,121
P0005,Electronics,Electronics,,106,155
P0006,Toys,Toys,,51,56
P0007,Toys,Toys,,145,54
P0008,Furniture,Furniture,,97,156
P0009,Clothing,Clothing,,105,43
P0010,Toys,Toys,,45,138
P0011,Clothing,Clothing,,283,168
P0012,Furniture,Furniture,,51,36
P0013,Clothing,Clothing,,157,39
P0014,Groceries,Groceries,,72,107
P0015,Electronics,Electronics,,169,88
P0016,Furniture,Furniture,,371,123
P0017,Toys,Toys,,84,98
P0018,Electronics,Electronics,,50,176
P0019,Groceries,Groceries,,17,26
P0020,Clothing,Clothing,,203,131
P0001,Groceries,Groceries,,223,121
P0002,Electronics,Electronics,,1,84
P0003,Electronics,Electronics,,55,185
P0004,Clothing,Clothing,,427,71
P0005,Electronics,Electronics,,198,167
P0006,Groceries,Groceries,,51,72
P0007,Groceries,Groceries,,254,37
P0008,Electronics,Electronics,,122,114
P0009,Furniture,Furniture,,55,129
P0010,Groceries,Groceries,,123,90
P0011,Clothing,Clothing,,303,47
P0012,Clothing,Clothing,,14,147
P0013,Toys,Toys,,5,75
P0014,Toys,Toys,,116,154
P0015,Furniture,Furniture,,94,91
P0016,Electronics,Electronics,,216,80
P0017,Groceries,Groceries,,321,119
P0018,Electronics,Electronics,,163,180
P0019,Furniture,Furniture,,176,22
P0020,Electronics,Electronics,,82,187
P0001,Groceries,Groceries,,39,90
P0002,Toys,Toys,,194,40
P0003,Toys,Toys,,43,103
P0004,Groceries,Groceries,,24,87
P0005,Furniture,Furniture,,311,136
P0006,Electronics,Electronics,,426,187
P0007,Furniture,Furniture,,111,133
P0008,Toys,Toys,,60,32
P0009,Furniture,Furniture,,417,20
P0010,Groceries,Groceries,,138,55
P0011,Clothing,Clothing,,405,126
P0012,Furniture,Furniture,,20,74
P0013,Electronics,Electronics,,93,195
P0014,Clothing,Clothing,,71,56
P0015,Electronics,Electronics,,128,145
P0016,Electronics,Electronics,,17,99
P0017,Furniture,Furniture,,139,149
P0018,Clothing,Clothing,,444,146
P0019,Groceries,Groceries,,100,127
P0020,Electronics,Electronics,,123,163
P0001,Groceries,Groceries,,282,200
P0002,Electronics,Electronics,,31,37
P0003,Clothing,Clothing,,48,30
P0004,Furniture,Furniture,,46,174
P0005,Furniture,Furniture,,23,166
P0006,Furniture,Furniture,,131,187
P0007,Toys,Toys,,267,97
P0008,Furniture,Furniture,,37,72
P0009,Clothing,Clothing,,111,106
P0010,Toys,Toys,,36,46
P0011,Clothing,Clothing,,188,184
P0012,Electronics,Electronics,,67,42
P0013,Clothing,Clothing,,108,41
P0014,Groceries,Groceries,,120,187
P0015,Groceries,Groceries,,198,52
P0016,Electronics,Electronics,,10,130
P0017,Groceries,Groceries,,50,70
P0018,Electronics,Electronics,,189,40
P0019,Groceries,Groceries,,141,31
P0020,Furniture,Furniture,,277,83
P0001,Clothing,Clothing,,320,171
P0002,Groceries,Groceries,,156,191
P0003,Clothing,Clothing,,346,171
P0004,Electronics,Electronics,,128,198
P0005,Toys,Toys,,107,53
P0006,Clothing,Clothing,,55,29
P0007,Groceries,Groceries,,111,137
P0008,Toys,Toys,,44,70
P0009,Clothing,Clothing,,143,191
P0010,Clothing,Clothing,,87,130
P0011,Toys,Toys,,43,87
P0012,Groceries,Groceries,,61,168
P0013,Toys,Toys,,111,50
P0014,Toys,Toys,,366,27
P0015,Clothing,Clothing,,77,143
P0016,Electronics,Electronics,,25,92
P0017,Clothing,Clothing,,40,25
P0018,Toys,Toys,,160,63
P0019,Toys,Toys,,63,98
P0020,Toys,Toys,,11,40
P0001,Toys,Toys,,163,172
P0002,Clothing,Clothing,,90,138
P0003,Electronics,Electronics,,106,150
P0004,Groceries,Groceries,,78,121
P0005,Groceries,Groceries,,82,166
P0006,Toys,Toys,,165,31
P0007,Groceries,Groceries,,45,113
P0008,Toys,Toys,,288,36
P0009,Toys,Toys,,51,47
P0010,Clothing,Clothing,,316,147
P0011,Clothing,Clothing,,230,43
P0012,Furniture,Furniture,,107,38
P0013,Toys,Toys,,2,74
P0014,Furniture,Furniture,,13,94
P0015,Electronics,Electronics,,246,97
P0016,Groceries,Groceries,,28,91
P0017,Clothing,Clothing,,169,188
P0018,Groceries,Groceries,,80,56
P0019,Groceries,Groceries,,0,165
P0020,Clothing,Clothing,,17,154
P0001,Clothing,Clothing,,249,56
P0002,Electronics,Electronics,,272,136
P0003,Toys,Toys,,174,50
P0004,Toys,Toys,,242,170
P0005,Groceries,Groceries,,438,193
P0006,Clothing,Clothing,,26,113
P0007,Groceries,Groceries,,80,148
P0008,Electronics,Electronics,,363,49
P0009,Furniture,Furniture,,93,199
P0010,Electronics,Electronics,,102,159
P0011,Clothing,Clothing,,60,135
P0012,Electronics,Electronics,,80,38
P0013,Clothing,Clothing,,22,162
P0014,Furniture,Furniture,,47,198
P0015,Clothing,Clothing,,1,82
P0016,Clothing,Clothing,,67,85
P0017,Furniture,Furniture,,237,43
P0018,Groceries,Groceries,,30,48
P0019,Electronics,Electronics,,238,95
P0020,Clothing,Clothing,,135,196
P0001,Toys,Toys,,23,90
P0002,Groceries,Groceries,,70,158
P0003,Toys,Toys,,159,33
P0004,Furniture,Furniture,,346,53
P0005,Clothing,Clothing,,325,130
P0006,Toys,Toys,,68,56
P0007,Toys,Toys,,176,34
P0008,Electronics,Electronics,,102,63
P0009,Clothing,Clothing,,220,154
P0010,Furniture,Furniture,,396,118
P0011,Clothing,Clothing,,72,21
P0012,Furniture,Furniture,,12,103
P0013,Toys,Toys,,114,104
P0014,Clothing,Clothing,,354,25
P0015,Toys,Toys,,186,102
P0016,Furniture,Furniture,,362,85
P0017,Groceries,Groceries,,74,193
P0018,Groceries,Groceries,,50,191
P0019,Electronics,Electronics,,19,84
P0020,Furniture,Furniture,,102,109
P0001,Groceries,Groceries,,358,192
P0002,Groceries,Groceries,,131,40
P0003,Groceries,Groceries,,260,55
P0004,Electronics,Electronics,,59,99
P0005,Clothing,Clothing,,59,172
P0006,Groceries,Groceries,,181,104
P0007,Groceries,Groceries,,444,117
P0008,Furniture,Furniture,,16,38
P0009,Groceries,Groceries,,54,193
P0010,Clothing,Clothing,,71,147
P0011,Toys,Toys,,5,177
P0012,Toys,Toys,,353,35
P0013,Electronics,Electronics,,185,175
P0014,Electronics,Electronics,,338,183
P0015,Clothing,Clothing,,199,95
P0016,Groceries,Groceries,,192,84
P0017,Electronics,Electronics,,11,75
P0018,Groceries,Groceries,,98,166
P0019,Furniture,Furniture,,104,78
P0020,Clothing,Clothing,,47,66
P0001,Clothing,Clothing,,155,115
P0002,Electronics,Electronics,,110,154
P0003,Electronics,Electronics,,4,71
P0004,Toys,Toys,,69,44
P0005,Electronics,Electronics,,132,56
P0006,Clothing,Clothing,,236,52
P0007,Groceries,Groceries,,252,133
P0008,Clothing,Clothing,,77,96
P0009,Furniture,Furniture,,142,81
P0010,Toys,Toys,,27,195
P0011,Electronics,Electronics,,5,54
P0012,Electronics,Electronics,,43,130
P0013,Clothing,Clothing,,36,30
P0014,Furniture,Furniture,,74,186
P0015,Groceries,Groceries,,18,99
P0016,Toys,Toys,,476,86
P0017,Clothing,Clothing,,97,187
P0018,Toys,Toys,,170,123
P0019,Toys,Toys,,259,102
P0020,Electronics,Electronics,,125,60
P0001,Groceries,Groceries,,44,125
P0002,Toys,Toys,,8,90
P0003,Toys,Toys,,13,89
P0004,Clothing,Clothing,,38,193
P0005,Toys,Toys,,134,146
P0006,Groceries,Groceries,,445,156
P0007,Toys,Toys,,121,45
P0008,Electronics,Electronics,,155,67
P0009,Groceries,Groceries,,299,132
P0010,Furniture,Furniture,,92,160
P0011,Electronics,Electronics,,201,126
P0012,Electronics,Electronics,,71,187
P0013,Electronics,Electronics,,100,173
P0014,Groceries,Groceries,,75,171
P0015,Toys,Toys,,228,49
P0016,Clothing,Clothing,,106,84
P0017,Clothing,Clothing,,159,186
P0018,Furniture,Furniture,,322,27
P0019,Electronics,Electronics,,63,164
P0020,Clothing,Clothing,,332,143
P0001,Electronics,Electronics,,220,182
P0002,Groceries,Groceries,,343,24
P0003,Electronics,Electronics,,254,128
P0004,Groceries,Groceries,,76,175
P0005,Clothing,Clothing,,125,183
P0006,Furniture,Furniture,,302,36
P0007,Clothing,Clothing,,96,194
P0008,Furniture,Furniture,,47,194
P0009,Furniture,Furniture,,40,192
P0010,Furniture,Furniture,,290,106
P0011,Toys,Toys,,299,139
P0012,Toys,Toys,,157,77
P0013,Furniture,Furniture,,17,151
P0014,Toys,Toys,,134,139
P0015,Groceries,Groceries,,212,165
P0016,Clothing,Clothing,,224,90
P0017,Toys,Toys,,305,115
P0018,Clothing,Clothing,,213,145
P0019,Toys,Toys,,157,191
P0020,Electronics,Electronics,,42,200
P0001,Clothing,Clothing,,18,36
P0002,Clothing,Clothing,,28,110
P0003,Clothing,Clothing,,42,52
P0004,Electronics,Electronics,,325,93
P0005,Toys,Toys,,110,62
P0006,Groceries,Groceries,,123,92
P0007,Furniture,Furniture,,32,128
P0008,Furniture,Furniture,,103,188
P0009,Toys,Toys,,54,122
P0010,Groceries,Groceries,,168,132
P0011,Furniture,Furniture,,7,34
P0012,Toys,Toys,,50,161
P0013,Furniture,Furniture,,103,88
P0014,Clothing,Clothing,,302,163
P0015,Groceries,Groceries,,20,176
P0016,Furniture,Furniture,,37,176
P0017,Toys,Toys,,322,37
P0018,Clothing,Clothing,,25,91
P0019,Electronics,Electronics,,145,23
P0020,Groceries,Groceries,,242,130
P0001,Clothing,Clothing,,238,139
P0002,Furniture,Furniture,,225,23
P0003,Toys,Toys,,278,62
P0004,Clothing,Clothing,,63,124
P0005,Electronics,Electronics,,27,127
P0006,Toys,Toys,,193,103
P0007,Furniture,Furniture,,43,37
P0008,Furniture,Furniture,,315,106
P0009,Clothing,Clothing,,10,37
P0010,Electronics,Electronics,,104,135
P0011,Electronics,Electronics,,35,45
P0012,Electronics,Electronics,,399,195
P0013,Groceries,Groceries,,35,140
P0014,Electronics,Electronics,,164,187
P0015,Groceries,Groceries,,149,33
P0016,Electronics,Electronics,,276,198
P0017,Electronics,Electronics,,191,104
P0018,Groceries,Groceries,,114,156
P0019,Electronics,Electronics,,212,182
P0020,Electronics,Electronics,,196,47
P0001,Furniture,Furniture,,101,94
P0002,Clothing,Clothing,,38,158
P0003,Groceries,Groceries,,329,59
P0004,Clothing,Clothing,,330,200
P0005,Groceries,Groceries,,240,87
P0006,Groceries,Groceries,,322,88
P0007,Furniture,Furniture,,164,90
P0008,Groceries,Groceries,,181,110
P0009,Furniture,Furniture,,37,108
P0010,Electronics,Electronics,,278,170
P0011,Clothing,Clothing,,15,169
P0012,Electronics,Electronics,,71,52
P0013,Clothing,Clothing,,250,166
P0014,Groceries,Groceries,,35,73
P0015,Furniture,Furniture,,434,138
P0016,Groceries,Groceries,,121,87
P0017,Furniture,Furniture,,311,134
P0018,Clothing,Clothing,,28,69
P0019,Toys,Toys,,25,188
P0020,Electronics,Electronics,,199,62
P0001,Groceries,Groceries,,204,57
P0002,Toys,Toys,,28,186
P0003,Groceries,Groceries,,273,42
P0004,Electronics,Electronics,,33,102
P0005,Furniture,Furniture,,70,133
P0006,Groceries,Groceries,,161,131
P0007,Electronics,Electronics,,98,115
P0008,Toys,Toys,,28,42
P0009,Clothing,Clothing,,51,58
P0010,Toys,Toys,,49,198
P0011,Groceries,Groceries,,23,35
P0012,Groceries,Groceries,,43,66
P0013,Electronics,Electronics,,211,197
P0014,Groceries,Groceries,,193,133
P0015,Groceries,Groceries,,214,114
P0016,Furniture,Furniture,,2,20
P0017,Groceries,Groceries,,114,102
P0018,Groceries,Groceries,,243,144
P0019,Electronics,Electronics,,82,169
P0020,Furniture,Furniture,,118,117
P0001,Groceries,Groceries,,198,120
P0002,Clothing,Clothing,,11,66
P0003,Groceries,Groceries,,50,127
P0004,Groceries,Groceries,,59,82
P0005,Toys,Toys,,21,157
P0006,Groceries,Groceries,,222,111
P0007,Groceries,Groceries,,99,152
P0008,Furniture,Furniture,,305,104
P0009,Toys,Toys,,107,80
P0010,Electronics,Electronics,,20,199
P0011,Toys,Toys,,158,41
P0012,Clothing,Clothing,,156,127
P0013,Furniture,Furniture,,53,96
P0014,Toys,Toys,,57,129
P0015,Toys,Toys,,43,168
P0016,Electronics,Electronics,,18,65
P0017,Electronics,Electronics,,316,38
P0018,Furniture,Furniture,,287,180
P0019,Groceries,Groceries,,171,142
P0020,Toys,Toys,,79,176
P0001,Toys,Toys,,32,102
P0002,Groceries,Groceries,,62,24
P0003,Groceries,Groceries,,128,196
P0004,Electronics,Electronics,,34,139
P0005,Clothing,Clothing,,114,185
P0006,Toys,Toys,,33,87
P0007,Furniture,Furniture,,1,52
P0008,Toys,Toys,,1,50
P0009,Furniture,Furniture,,119,39
P0010,Clothing,Clothing,,181,147
P0011,Electronics,Electronics,,151,56
P0012,Clothing,Clothing,,459,42
P0013,Toys,Toys,,232,175
P0014,Toys,Toys,,189,147
P0015,Electronics,Electronics,,50,156
P0016,Clothing,Clothing,,188,34
P0017,Toys,Toys,,169,43
P0018,Toys,Toys,,129,52
P0019,Toys,Toys,,51,162
P0020,Furniture,Furniture,,203,198
P0001,Electronics,Electronics,,279,79
P0002,Toys,Toys,,217,183
P0003,Toys,Toys,,73,59
P0004,Toys,Toys,,72,188
P0005,Clothing,Clothing,,137,162
P0006,Clothing,Clothing,,134,68
P0007,Groceries,Groceries,,403,21
P0008,Electronics,Electronics,,191,198
P0009,Toys,Toys,,118,43
P0010,Toys,Toys,,268,105
P0011,Toys,Toys,,126,110
P0012,Clothing,Clothing,,63,129
P0013,Electronics,Electronics,,54,77
P0014,Electronics,Electronics,,81,170
P0015,Groceries,Groceries,,19,53
P0016,Groceries,Groceries,,114,137
P0017,Toys,Toys,,233,76
P0018,Furniture,Furniture,,4,42
P0019,Furniture,Furniture,,30,41
P0020,Furniture,Furniture,,148,136
P0001,Clothing,Clothing,,220,57
P0002,Groceries,Groceries,,65,28
P0003,Furniture,Furniture,,120,121
P0004,Clothing,Clothing,,192,174
P0005,Groceries,Groceries,,356,103
P0006,Groceries,Groceries,,120,40
P0007,Toys,Toys,,104,111
P0008,Toys,Toys,,15,105
P0009,Groceries,Groceries,,23,43
P0010,Toys,Toys,,233,56
P0011,Clothing,Clothing,,58,72
P0012,Electronics,Electronics,,290,92
P0013,Furniture,Furniture,,133,94
P0014,Electronics,Electronics,,77,170
P0015,Electronics,Electronics,,118,80
P0016,Clothing,Clothing,,7,41
P0017,Furniture,Furniture,,176,158
P0018,Toys,Toys,,139,171
P0019,Furniture,Furniture,,323,63
P0020,Furniture,Furniture,,239,68
P0001,Clothing,Clothing,,88,55
P0002,Toys,Toys,,85,68
P0003,Toys,Toys,,70,134
P0004,Toys,Toys,,232,171
P0005,Furniture,Furniture,,83,124
P0006,Clothing,Clothing,,38,89
P0007,Toys,Toys,,107,121
P0008,Furniture,Furniture,,77,105
P0009,Toys,Toys,,17,127
P0010,Groceries,Groceries,,1,23
P0011,Furniture,Furniture,,27,73
P0012,Toys,Toys,,139,82
P0013,Groceries,Groceries,,204,188
P0014,Groceries,Groceries,,212,186
P0015,Electronics,Electronics,,16,100
P0016,Electronics,Electronics,,83,43
P0017,Groceries,Groceries,,60,83
P0018,Electronics,Electronics,,412,174
P0019,Clothing,Clothing,,156,128
P0020,Toys,Toys,,24,74
P0001,Groceries,Groceries,,53,36
P0002,Furniture,Furniture,,34,33
P0003,Groceries,Groceries,,278,144
P0004,Electronics,Electronics,,89,88
P0005,Groceries,Groceries,,31,33
P0006,Clothing,Clothing,,62,39
P0007,Groceries,Groceries,,408,86
P0008,Groceries,Groceries,,49,102
P0009,Clothing,Clothing,,113,129
P0010,Electronics,Electronics,,28,92
P0011,Clothing,Clothing,,44,136
P0012,Toys,Toys,,285,81
P0013,Electronics,Electronics,,58,135
P0014,Groceries,Groceries,,124,99
P0015,Clothing,Clothing,,212,155
P0016,Electronics,Electronics,,16,111
P0017,Electronics,Electronics,,28,71
P0018,Toys,Toys,,8,82
P0019,Electronics,Electronics,,0,62
P0020,Electronics,Electronics,,74,186
P0001,Electronics,Electronics,,117,188
P0002,Groceries,Groceries,,14,168
P0003,Groceries,Groceries,,432,32
P0004,Clothing,Clothing,,38,189
P0005,Toys,Toys,,40,196
P0006,Furniture,Furniture,,69,149
P0007,Furniture,Furniture,,41,26
P0008,Clothing,Clothing,,2,108
P0009,Clothing,Clothing,,283,194
P0010,Clothing,Clothing,,174,23
P0011,Clothing,Clothing,,129,54
P0012,Groceries,Groceries,,191,197
P0013,Clothing,Clothing,,52,171
P0014,Electronics,Electronics,,74,158
P0015,Toys,Toys,,64,46
P0016,Groceries,Groceries,,88,75
P0017,Toys,Toys,,151,121
P0018,Clothing,Clothing,,235,84
P0019,Electronics,Electronics,,275,71
P0020,Groceries,Groceries,,154,55
P0001,Electronics,Electronics,,108,126
P0002,Furniture,Furniture,,2,144
P0003,Furniture,Furniture,,65,98
P0004,Clothing,Clothing,,275,162
P0005,Toys,Toys,,54,116
P0006,Clothing,Clothing,,9,130
P0007,Toys,Toys,,172,144
P0008,Groceries,Groceries,,200,86
P0009,Electronics,Electronics,,400,129
P0010,Toys,Toys,,89,42
P0011,Furniture,Furniture,,104,200
P0012,Furniture,Furniture,,48,145
P0013,Electronics,Electronics,,45,117
P0014,Groceries,Groceries,,80,51
P0015,Toys,Toys,,20,176
P0016,Furniture,Furniture,,48,76
P0017,Electronics,Electronics,,162,142
P0018,Clothing,Clothing,,180,55
P0019,Toys,Toys,,132,196
P0020,Toys,Toys,,175,187
P0001,Toys,Toys,,151,141
P0002,Electronics,Electronics,,34,107
P0003,Clothing,Clothing,,158,110
P0004,Clothing,Clothing,,315,117
P0005,Toys,Toys,,59,92
P0006,Electronics,Electronics,,355,160
P0007,Furniture,Furniture,,104,51
P0008,Groceries,Groceries,,23,107
P0009,Furniture,Furniture,,79,119
P0010,Clothing,Clothing,,442,178
P0011,Clothing,Clothing,,133,31
P0012,Electronics,Electronics,,113,168
P0013,Clothing,Clothing,,106,181
