date,product,qty,stock,price
2024-01-06,Rice,39,470,1.73
2024-01-07,Rice,17,453,7.16
2024-01-08,Rice,16,437,7.93
2024-01-09,Rice,10,427,10.44
2024-01-10,Rice,14,413,16.59
2024-01-11,Rice,21,392,17.53
2024-01-12,Rice,19,373,3.65
2024-01-13,Rice,22,351,11.55
2024-01-14,Rice,31,320,8.13
2024-01-15,Rice,0,320,11.02
2024-01-16,Rice,20,300,12.75
2024-01-17,Rice,22,278,14.57
2024-01-18,Rice,36,242,3.25
2024-01-19,Rice,24,218,6.79
2024-01-20,Rice,15,203,0.95
2024-01-21,Rice,16,187,19.17
2024-01-22,Rice,15,172,11.67
2024-01-23,Rice,20,152,9.85
2024-01-24,Rice,25,127,6.62
2024-01-25,Rice,11,116,18.02
2024-01-26,Rice,22,94,16.67
2024-01-27,Rice,22,72,16.59
2024-01-28,Rice,19,53,13.49
2024-01-29,Rice,19,34,10.37
2024-01-30,Rice,11,23,5.03
2024-01-31,Rice,21,2,18.76
2024-02-01,Rice,12,0,17.58
2024-02-02,Rice,25,0,0.51
2024-02-03,Rice,16,0,0.84
2024-02-04,Rice,6,0,8.04
2024-02-05,Rice,30,0,11.51
2024-02-06,Rice,15,0,9.95
2024-02-07,Rice,15,0,15.21
2024-02-08,Rice,8,0,8.89
2024-02-09,Rice,27,0,3.83
2024-02-10,Rice,13,0,13.99
2024-02-11,Rice,15,0,12.55
2024-02-12,Rice,9,0,5.04
2024-02-13,Rice,25,0,4.81
2024-02-14,Rice,23,0,17.04
2024-02-15,Rice,11,0,14.62
2024-02-16,Rice,16,0,13.25
2024-02-17,Rice,30,0,7.41
2024-02-18,Rice,4,0,3.95
2024-02-19,Rice,41,0,8.05
2024-02-20,Rice,18,0,15.91
2024-02-21,Rice,11,0,11.85
2024-02-22,Rice,12,0,12.57
2024-02-23,Rice,24,0,6.81
2024-02-24,Rice,23,0,4.38
2024-02-25,Rice,28,0,1.76
2024-02-26,Rice,19,0,5.68
2024-02-27,Rice,16,0,13.1
2024-02-28,Rice,6,0,3.41
2024-02-29,Rice,19,0,2.98
2024-03-01,Rice,16,0,13.21
2024-03-02,Rice,24,0,16.31
2024-03-03,Rice,28,0,8.15
2024-03-04,Rice,22,0,19.15
2024-03-05,Rice,23,0,16.27
2024-03-06,Rice,21,0,1.99
2024-03-07,Rice,22,0,5.43
2024-03-08,Rice,18,0,15.73
2024-03-09,Rice,19,0,8.03
2024-03-10,Rice,30,0,9.28
2024-03-11,Rice,22,0,9.29
2024-03-12,Rice,17,0,17.71
2024-03-13,Rice,15,0,1.24
2024-03-14,Rice,19,0,15.05
2024-03-15,Rice,28,0,2.55
2024-03-16,Rice,24,0,1.19
2024-03-17,Rice,0,0,9.51
2024-03-18,Rice,21,0,19.84
2024-03-19,Rice,15,0,8.54
2024-03-20,Rice,29,0,11.22
2024-03-21,Rice,13,0,10.54
2024-03-22,Rice,18,0,18.03
2024-03-23,Rice,14,0,19.53
2024-03-24,Rice,25,0,13.51
2024-03-25,Rice,18,0,19.22
2024-03-26,Rice,19,0,9.83
2024-03-27,Rice,17,0,2.94
2024-03-28,Rice,25,0,9.75
2024-03-29,Rice,19,0,18.45
2024-03-30,Rice,11,0,10.65
2024-03-31,Rice,11,0,1.35
2024-04-01,Rice,22,0,2.66
2024-04-02,Rice,13,0,7.83
2024-04-03,Rice,21,0,11.23
2024-04-04,Rice,11,0,5.84
2024-04-05,Rice,17,0,18.6
2024-04-06,Rice,19,0,0.75
2024-04-07,Rice,36,0,19.85
2024-04-08,Rice,10,0,17.65
2024-04-09,Rice,29,0,5.54
2024-04-10,Rice,37,0,4.81
2024-04-11,Rice,25,0,19.58
2024-04-12,Rice,22,0,4.02
2024-04-13,Rice,32,0,1.55
2024-04-14,Rice,28,0,5.75
2024-04-15,Rice,13,0,11.02
2024-04-16,Rice,15,0,13.86
2024-04-17,Rice,22,0,2.29
2024-04-18,Rice,19,0,3.44
2024-04-19,Rice,24,0,7.18
2024-04-20,Rice,31,0,15.0
2024-04-21,Rice,16,0,12.43
2024-04-22,Rice,21,0,17.6
2024-04-23,Rice,13,0,8.96
2024-04-24,Rice,21,0,16.33
2024-04-25,Rice,10,0,14.96
2024-04-26,Rice,17,0,4.28
2024-04-27,Rice,24,0,17.66
2024-04-28,Rice,9,0,14.98
2024-04-29,Rice,28,0,16.39
2024-04-30,Rice,32,0,7.82
2024-05-01,Rice,27,0,11.0
2024-05-02,Rice,29,0,16.88
2024-05-03,Rice,20,0,16.74
2024-05-04,Rice,26,0,15.25
2024-05-05,Rice,28,0,16.92
2024-05-06,Rice,21,0,2.93
2024-05-07,Rice,0,0,8.01
2024-05-08,Rice,29,0,4.74
2024-05-09,Rice,24,0,3.19
2024-05-10,Rice,16,0,8.06
2024-05-11,Rice,16,0,8.35
2024-05-12,Rice,20,0,14.61
2024-05-13,Rice,28,0,2.53
2024-05-14,Rice,25,0,1.53
2024-05-15,Rice,12,0,9.99
2024-05-16,Rice,32,0,0.95
2024-05-17,Rice,32,0,6.78
2024-05-18,Rice,12,0,14.06
2024-05-19,Rice,23,0,15.05
2024-05-20,Rice,20,0,7.78
2024-05-21,Rice,30,0,2.89
2024-05-22,Rice,12,0,7.74
2024-05-23,Rice,26,0,1.72
2024-05-24,Rice,24,0,14.81
2024-05-25,Rice,25,0,6.34
2024-05-26,Rice,23,0,10.18
2024-05-27,Rice,11,0,3.98
2024-05-28,Rice,26,0,19.03
2024-05-29,Rice,27,0,4.46
2024-05-30,Rice,22,0,3.72
2024-05-31,Rice,20,0,14.15
2024-06-01,Rice,33,0,14.1
2024-06-02,Rice,33,0,18.63
2024-06-03,Rice,16,0,7.85
2024-06-04,Rice,24,0,9.5
2024-06-05,Rice,0,0,18.78
2024-06-06,Rice,13,0,14.27
2024-06-07,Rice,16,0,18.13
2024-06-08,Rice,21,0,18.23
2024-06-09,Rice,17,0,18.49
2024-06-10,Rice,12,0,9.71
2024-06-11,Rice,12,0,15.85
2024-06-12,Rice,12,0,19.51
2024-06-13,Rice,11,0,16.97
2024-06-14,Rice,4,0,5.73
2024-06-15,Rice,21,0,1.41
2024-06-16,Rice,18,0,12.58
2024-06-17,Rice,4,0,6.65
2024-06-18,Rice,26,0,15.55
2024-06-19,Rice,18,0,14.78
2024-06-20,Rice,18,0,11.19
2024-06-21,Rice,29,0,15.86
2024-06-22,Rice,16,0,12.68
2024-06-23,Rice,23,0,3.33
2024-06-24,Rice,19,0,14.64
2024-06-25,Rice,15,0,6.52
2024-06-26,Rice,11,0,18.97
2024-06-27,Rice,13,0,13.83
2024-06-28,Rice,18,0,11.13
2024-06-29,Rice,28,0,15.94
2024-06-30,Rice,1,0,11.2
2024-07-01,Rice,9,0,17.01
2024-07-02,Rice,24,0,8.86
2024-07-03,Rice,23,0,4.71
2024-07-04,Rice,12,0,2.4
2024-07-05,Rice,19,0,15.11
2024-07-06,Rice,28,0,6.17
2024-07-07,Rice,17,0,7.44
2024-07-08,Rice,21,0,19.57
2024-07-09,Rice,19,0,7.13
2024-07-10,Rice,31,0,17.51
2024-07-11,Rice,32,0,15.21
2024-07-12,Rice,22,0,0.85
2024-07-13,Rice,22,0,3.65
2024-07-14,Rice,13,0,5.48
2024-07-15,Rice,20,0,15.14
2024-07-16,Rice,25,0,11.38
2024-07-17,Rice,12,0,7.2
2024-07-18,Rice,20,0,6.01
2024-07-19,Rice,30,0,7.75
2024-07-20,Rice,16,0,9.31
2024-07-21,Rice,13,0,9.1
2024-07-22,Rice,18,0,4.31
2024-07-23,Rice,30,0,5.89
2024-07-24,Rice,14,0,6.59
2024-07-25,Rice,10,0,17.99
2024-07-26,Rice,24,0,10.64
2024-07-27,Rice,36,0,3.74
2024-07-28,Rice,5,0,12.46
2024-07-29,Rice,26,0,3.79
2024-07-30,Rice,17,0,10.39
2024-07-31,Rice,16,0,7.59
2024-08-01,Rice,20,0,14.79
2024-08-02,Rice,15,0,16.07
2024-08-03,Rice,27,0,19.37
2024-08-04,Rice,13,0,19.77
2024-08-05,Rice,29,0,9.96
2024-08-06,Rice,22,0,6.8
2024-08-07,Rice,15,0,19.94
2024-08-08,Rice,23,0,2.31
2024-08-09,Rice,13,0,1.07
2024-08-10,Rice,15,0,7.89
2024-08-11,Rice,24,0,19.48
2024-08-12,Rice,9,0,18.41
2024-08-13,Rice,11,0,2.66
2024-08-14,Rice,22,0,6.62
2024-08-15,Rice,25,0,5.46
2024-08-16,Rice,21,0,10.75
2024-08-17,Rice,20,0,5.26
2024-08-18,Rice,15,0,18.15
2024-08-19,Rice,33,0,14.92
2024-08-20,Rice,23,0,8.99
2024-08-21,Rice,10,0,11.76
2024-08-22,Rice,26,0,16.95
2024-08-23,Rice,24,0,5.45
2024-08-24,Rice,17,0,0.57
2024-08-25,Rice,14,0,13.79
2024-08-26,Rice,23,0,19.84
2024-08-27,Rice,11,0,1.92
2024-08-28,Rice,18,0,17.39
2024-08-29,Rice,15,0,4.7
2024-08-30,Rice,15,0,15.38
2024-08-31,Rice,18,0,8.46
2024-09-01,Rice,22,0,5.04
2024-09-02,Rice,21,0,16.24
2024-09-03,Rice,26,0,0.5
2024-09-04,Rice,22,0,3.8
2024-09-05,Rice,7,0,4.92
2024-09-06,Rice,8,0,7.94
2024-09-07,Rice,18,0,16.15
2024-09-08,Rice,11,0,9.84
2024-09-09,Rice,19,0,1.03
2024-09-10,Rice,17,0,19.34
2024-09-11,Rice,23,0,19.47
2024-09-12,Rice,14,0,16.61
2024-09-13,Rice,26,0,19.65
2024-09-14,Rice,23,0,12.62
2024-09-15,Rice,36,0,10.89
2024-09-16,Rice,27,0,12.88
2024-09-17,Rice,8,0,2.84
2024-09-18,Rice,17,0,1.83
2024-09-19,Rice,6,0,16.58
2024-09-20,Rice,24,0,1.95
2024-09-21,Rice,25,0,12.18
2024-09-22,Rice,12,0,1.76
2024-09-23,Rice,10,0,19.79
2024-09-24,Rice,9,0,12.71
2024-09-25,Rice,29,0,6.06
2024-09-26,Rice,20,0,8.87
2024-09-27,Rice,26,0,11.68
2024-09-28,Rice,14,0,13.35
2024-09-29,Rice,13,0,10.02
2024-09-30,Rice,14,0,14.88
2024-10-01,Rice,15,0,17.44
2024-10-02,Rice,20,0,1.76
2024-10-03,Rice,15,0,18.26
2024-10-04,Rice,21,0,9.56
2024-10-05,Rice,16,0,3.71
2024-10-06,Rice,12,0,3.83
2024-10-07,Rice,19,0,15.88
2024-10-08,Rice,25,0,12.97
2024-10-09,Rice,13,0,5.07
2024-10-10,Rice,23,0,15.84
2024-10-11,Rice,18,0,19.68
2024-10-12,Rice,6,0,5.74
2024-10-13,Rice,27,0,0.56
2024-10-14,Rice,18,0,1.28
2024-10-15,Rice,26,0,5.16
2024-10-16,Rice,21,0,9.66
2024-10-17,Rice,8,0,12.64
2024-10-18,Rice,0,0,9.66
2024-10-19,Rice,9,0,12.02
2024-10-20,Rice,0,0,10.97
2024-10-21,Rice,22,0,6.06
2024-10-22,Rice,22,0,9.53
2024-10-23,Rice,8,0,8.24
2024-10-24,Rice,17,0,1.37
2024-10-25,Rice,26,0,6.05
2024-10-26,Rice,15,0,16.46
2024-10-27,Rice,28,0,11.71
2024-10-28,Rice,20,0,1.08
2024-10-29,Rice,17,0,9.29
2024-10-30,Rice,20,0,18.62
2024-10-31,Rice,17,0,14.73
2024-11-01,Rice,11,0,17.7
2024-11-02,Rice,10,0,13.65
2024-11-03,Rice,26,0,6.29
2024-11-04,Rice,25,0,0.54
2024-11-05,Rice,23,0,14.49
2024-11-06,Rice,16,0,13.47
2024-11-07,Rice,24,0,16.11
2024-11-08,Rice,14,0,12.13
2024-11-09,Rice,22,0,11.22
2024-11-10,Rice,18,0,6.76
2024-11-11,Rice,26,0,15.12
2024-11-12,Rice,34,0,13.11
2024-11-13,Rice,11,0,17.82
2024-11-14,Rice,20,0,3.21
2024-11-15,Rice,40,0,2.76
2024-11-16,Rice,17,0,12.94
2024-11-17,Rice,17,0,14.95
2024-11-18,Rice,30,0,19.83
2024-11-19,Rice,20,0,16.49
2024-11-20,Rice,22,0,9.25
2024-11-21,Rice,35,0,2.15
2024-11-22,Rice,26,0,16.26
2024-11-23,Rice,18,0,4.71
2024-11-24,Rice,30,0,1.81
2024-11-25,Rice,18,0,8.05
2024-11-26,Rice,17,0,2.01
2024-11-27,Rice,28,0,11.08
2024-11-28,Rice,22,0,4.91
2024-11-29,Rice,28,0,7.99
2024-11-30,Rice,37,0,15.31
2024-12-01,Rice,8,0,2.43
2024-12-02,Rice,17,0,8.16
2024-12-03,Rice,19,0,10.75
2024-12-04,Rice,9,0,13.09
2024-12-05,Rice,20,0,1.37
2024-12-06,Rice,21,0,7.89
2024-12-07,Rice,3,0,0.63
2024-12-08,Rice,30,0,12.12
2024-12-09,Rice,16,0,2.47
2024-12-10,Rice,20,0,16.91
2024-12-11,Rice,29,0,11.81
2024-12-12,Rice,12,0,3.76
2024-12-13,Rice,21,0,19.45
2024-12-14,Rice,11,0,2.44
2024-12-15,Rice,20,0,4.57
2024-12-16,Rice,18,0,8.21
2024-12-17,Rice,25,0,6.61
2024-12-18,Rice,19,0,3.04
2024-12-19,Rice,10,0,16.79
2024-12-20,Rice,8,0,9.74
2024-12-21,Rice,8,0,9.16
2024-12-22,Rice,20,0,2.22
2024-12-23,Rice,21,0,12.33
2024-12-24,Rice,19,0,10.88
2024-12-25,Rice,23,0,3.78
2024-12-26,Rice,25,0,7.45
2024-12-27,Rice,16,0,16.62
2024-12-28,Rice,13,0,10.4
2024-12-29,Rice,24,0,13.71
2024-12-30,Rice,25,0,11.12
2024-01-01,Sugar,15,469,11.82
2024-01-02,Sugar,18,451,12.71
2024-01-03,Sugar,11,440,10.03
2024-01-04,Sugar,22,418,11.6
2024-01-05,Sugar,27,391,12.6
2024-01-06,Sugar,16,375,1.27
2024-01-07,Sugar,9,366,9.77
2024-01-08,Sugar,7,359,19.3
2024-01-09,Sugar,21,338,18.23
2024-01-10,Sugar,22,316,17.46
2024-01-11,Sugar,34,282,3.05
2024-01-12,Sugar,17,265,15.99
2024-01-13,Sugar,22,243,5.88
2024-01-14,Sugar,19,224,19.63
2024-01-15,Sugar,10,214,9.93
2024-01-16,Sugar,22,192,7.82
2024-01-17,Sugar,28,164,6.07
2024-01-18,Sugar,25,139,8.04
2024-01-19,Sugar,14,125,10.47
2024-01-20,Sugar,41,84,17.38
2024-01-21,Sugar,17,67,19.62
2024-01-22,Sugar,29,38,15.41
2024-01-23,Sugar,17,21,11.68
2024-01-24,Sugar,29,0,17.92
2024-01-25,Sugar,18,0,1.72
2024-01-26,Sugar,18,0,10.45
2024-01-27,Sugar,28,0,12.72
2024-01-28,Sugar,35,0,14.59
2024-01-29,Sugar,18,0,14.0
2024-01-30,Sugar,16,0,7.49
2024-01-31,Sugar,14,0,16.19
2024-02-01,Sugar,12,0,19.17
2024-02-02,Sugar,14,0,0.67
2024-02-03,Sugar,15,0,0.78
2024-02-04,Sugar,26,0,14.89
2024-02-05,Sugar,24,0,3.29
2024-02-06,Sugar,25,0,15.19
2024-02-07,Sugar,25,0,15.44
2024-02-08,Sugar,29,0,17.0
2024-02-09,Sugar,13,0,10.01
2024-02-10,Sugar,21,0,2.01
2024-02-11,Sugar,6,0,1.79
2024-02-12,Sugar,6,0,7.3
2024-02-13,Sugar,20,0,18.98
2024-02-14,Sugar,18,0,1.91
2024-02-15,Sugar,20,0,6.34
2024-02-16,Sugar,24,0,2.0
2024-02-17,Sugar,31,0,14.29
2024-02-18,Sugar,20,0,1.48
2024-02-19,Sugar,18,0,6.26
2024-02-20,Sugar,14,0,5.03
2024-02-21,Sugar,26,0,18.62
2024-02-22,Sugar,14,0,8.4
2024-02-23,Sugar,17,0,9.79
2024-02-24,Sugar,25,0,4.91
2024-02-25,Sugar,20,0,12.27
2024-02-26,Sugar,20,0,7.48
2024-02-27,Sugar,13,0,17.83
2024-02-28,Sugar,22,0,10.31
2024-02-29,Sugar,37,0,12.68
2024-03-01,Sugar,9,0,1.9
2024-03-02,Sugar,11,0,14.42
2024-03-03,Sugar,26,0,16.54
2024-03-04,Sugar,21,0,10.64
2024-03-05,Sugar,30,0,3.29
2024-03-06,Sugar,14,0,10.19
2024-03-07,Sugar,27,0,6.04
2024-03-08,Sugar,22,0,1.56
2024-03-09,Sugar,12,0,15.1
2024-03-10,Sugar,14,0,5.89
2024-03-11,Sugar,20,0,14.29
2024-03-12,Sugar,13,0,2.49
2024-03-13,Sugar,29,0,7.52
2024-03-14,Sugar,25,0,6.61
2024-03-15,Sugar,16,0,15.88
2024-03-16,Sugar,18,0,18.24
2024-03-17,Sugar,27,0,7.86
2024-03-18,Sugar,19,0,8.06
2024-03-19,Sugar,35,0,12.84
2024-03-20,Sugar,24,0,13.49
2024-03-21,Sugar,13,0,19.34
2024-03-22,Sugar,11,0,2.55
2024-03-23,Sugar,28,0,15.75
2024-03-24,Sugar,16,0,7.52
2024-03-25,Sugar,21,0,19.16
2024-03-26,Sugar,0,0,9.43
2024-03-27,Sugar,20,0,4.57
2024-03-28,Sugar,8,0,1.52
2024-03-29,Sugar,8,0,15.47
2024-03-30,Sugar,29,0,17.08
2024-03-31,Sugar,17,0,4.63
2024-04-01,Sugar,17,0,17.66
2024-04-02,Sugar,36,0,4.71
2024-04-03,Sugar,27,0,6.26
2024-04-04,Sugar,32,0,3.16
2024-04-05,Sugar,30,0,6.65
2024-04-06,Sugar,26,0,13.07
2024-04-07,Sugar,32,0,4.38
2024-04-08,Sugar,13,0,17.86
2024-04-09,Sugar,12,0,1.63
2024-04-10,Sugar,8,0,2.67
2024-04-11,Sugar,6,0,16.79
2024-04-12,Sugar,20,0,0.79
2024-04-13,Sugar,7,0,0.88
2024-04-14,Sugar,10,0,2.93
2024-04-15,Sugar,18,0,8.38
2024-04-16,Sugar,0,0,10.85
2024-04-17,Sugar,19,0,9.55
2024-04-18,Sugar,20,0,19.29
2024-04-19,Sugar,36,0,6.58
2024-04-20,Sugar,21,0,15.59
2024-04-21,Sugar,20,0,19.53
2024-04-22,Sugar,32,0,2.95
2024-04-23,Sugar,18,0,5.68
2024-04-24,Sugar,21,0,0.84
2024-04-25,Sugar,27,0,10.6
2024-04-26,Sugar,14,0,7.29
2024-04-27,Sugar,27,0,19.5
2024-04-28,Sugar,9,0,17.02
2024-04-29,Sugar,25,0,9.43
2024-04-30,Sugar,25,0,8.26
2024-05-01,Sugar,16,0,4.95
2024-05-02,Sugar,18,0,5.31
2024-05-03,Sugar,33,0,9.74
2024-05-04,Sugar,19,0,1.63
2024-05-05,Sugar,24,0,1.97
2024-05-06,Sugar,20,0,7.63
2024-05-07,Sugar,14,0,3.25
2024-05-08,Sugar,15,0,12.64
2024-05-09,Sugar,23,0,3.37
2024-05-10,Sugar,31,0,16.32
2024-05-11,Sugar,9,0,13.65
2024-05-12,Sugar,32,0,5.57
2024-05-13,Sugar,25,0,6.16
2024-05-14,Sugar,18,0,9.66
2024-05-15,Sugar,22,0,1.71
2024-05-16,Sugar,24,0,3.37
2024-05-17,Sugar,11,0,19.18
2024-05-18,Sugar,18,0,10.83
2024-05-19,Sugar,20,0,13.75
2024-05-20,Sugar,6,0,1.99
2024-05-21,Sugar,26,0,9.46
2024-05-22,Sugar,15,0,11.16
2024-05-23,Sugar,15,0,3.73
2024-05-24,Sugar,19,0,9.19
2024-05-25,Sugar,23,0,5.22
2024-05-26,Sugar,22,0,19.23
2024-05-27,Sugar,20,0,5.56
2024-05-28,Sugar,22,0,9.02
2024-05-29,Sugar,14,0,12.64
2024-05-30,Sugar,21,0,19.63
2024-05-31,Sugar,24,0,18.2
2024-06-01,Sugar,15,0,18.9
2024-06-02,Sugar,20,0,19.56
2024-06-03,Sugar,24,0,15.27
2024-06-04,Sugar,19,0,14.51
2024-06-05,Sugar,10,0,5.32
2024-06-06,Sugar,31,0,3.67
2024-06-07,Sugar,29,0,11.52
2024-06-08,Sugar,19,0,0.74
2024-06-09,Sugar,32,0,0.68
2024-06-10,Sugar,24,0,4.96
2024-06-11,Sugar,18,0,12.87
2024-06-12,Sugar,14,0,17.04
2024-06-13,Sugar,11,0,14.71
2024-06-14,Sugar,18,0,1.07
2024-06-15,Sugar,13,0,9.88
2024-06-16,Sugar,13,0,6.13
2024-06-17,Sugar,22,0,8.26
2024-06-18,Sugar,9,0,15.21
2024-06-19,Sugar,7,0,18.41
2024-06-20,Sugar,20,0,7.46
2024-06-21,Sugar,24,0,15.86
2024-06-22,Sugar,23,0,7.49
2024-06-23,Sugar,7,0,13.3
2024-06-24,Sugar,14,0,18.41
2024-06-25,Sugar,15,0,2.49
2024-06-26,Sugar,7,0,1.26
2024-06-27,Sugar,20,0,1.2
2024-06-28,Sugar,21,0,6.01
2024-06-29,Sugar,18,0,19.03
2024-06-30,Sugar,7,0,11.81
2024-07-01,Sugar,35,0,10.58
2024-07-02,Sugar,13,0,7.38
2024-07-03,Sugar,27,0,17.93
2024-07-04,Sugar,31,0,9.79
2024-07-05,Sugar,16,0,10.2
2024-07-06,Sugar,23,0,4.13
2024-07-07,Sugar,9,0,6.97
2024-07-08,Sugar,17,0,1.89
2024-07-09,Sugar,23,0,1.85
2024-07-10,Sugar,20,0,8.48
2024-07-11,Sugar,25,0,16.31
2024-07-12,Sugar,16,0,14.03
2024-07-13,Sugar,27,0,15.54
2024-07-14,Sugar,12,0,17.58
2024-07-15,Sugar,23,0,11.01
2024-07-16,Sugar,15,0,1.23
2024-07-17,Sugar,6,0,2.99
2024-07-18,Sugar,25,0,1.57
2024-07-19,Sugar,0,0,19.48
2024-07-20,Sugar,14,0,6.43
2024-07-21,Sugar,11,0,4.99
2024-07-22,Sugar,29,0,17.04
2024-07-23,Sugar,26,0,8.74
2024-07-24,Sugar,11,0,14.4
2024-07-25,Sugar,10,0,16.43
2024-07-26,Sugar,16,0,18.09
2024-07-27,Sugar,10,0,16.23
2024-07-28,Sugar,31,0,13.39
2024-07-29,Sugar,6,0,2.03
2024-07-30,Sugar,34,0,3.76
2024-07-31,Sugar,23,0,15.72
2024-08-01,Sugar,24,0,1.33
2024-08-02,Sugar,20,0,5.67
2024-08-03,Sugar,7,0,14.43
2024-08-04,Sugar,26,0,15.3
2024-08-05,Sugar,20,0,10.42
2024-08-06,Sugar,12,0,7.7
2024-08-07,Sugar,28,0,9.5
2024-08-08,Sugar,27,0,18.46
2024-08-09,Sugar,28,0,17.3
2024-08-10,Sugar,27,0,5.84
2024-08-11,Sugar,15,0,7.23
2024-08-12,Sugar,24,0,7.04
2024-08-13,Sugar,28,0,11.46
2024-08-14,Sugar,27,0,18.97
2024-08-15,Sugar,0,0,3.68
2024-08-16,Sugar,19,0,15.83
2024-08-17,Sugar,14,0,0.99
2024-08-18,Sugar,31,0,16.86
2024-08-19,Sugar,19,0,5.08
2024-08-20,Sugar,23,0,14.24
2024-08-21,Sugar,21,0,19.36
2024-08-22,Sugar,30,0,1.51
2024-08-23,Sugar,34,0,17.32
2024-08-24,Sugar,20,0,4.0
2024-08-25,Sugar,21,0,8.23
2024-08-26,Sugar,31,0,3.07
2024-08-27,Sugar,11,0,17.49
2024-08-28,Sugar,11,0,13.62
2024-08-29,Sugar,14,0,12.69
2024-08-30,Sugar,26,0,11.65
2024-08-31,Sugar,20,0,6.11
2024-09-01,Sugar,14,0,6.48
2024-09-02,Sugar,29,0,7.01
2024-09-03,Sugar,7,0,14.79
2024-09-04,Sugar,14,0,15.78
2024-09-05,Sugar,18,0,6.07
2024-09-06,Sugar,34,0,6.98
2024-09-07,Sugar,14,0,1.6
2024-09-08,Sugar,24,0,13.01
2024-09-09,Sugar,18,0,13.59
2024-09-10,Sugar,10,0,8.66
2024-09-11,Sugar,24,0,15.14
2024-09-12,Sugar,17,0,5.89
2024-09-13,Sugar,15,0,8.92
2024-09-14,Sugar,9,0,19.43
2024-09-15,Sugar,20,0,2.71
2024-09-16,Sugar,32,0,14.24
2024-09-17,Sugar,15,0,8.74
2024-09-18,Sugar,11,0,5.65
2024-09-19,Sugar,6,0,4.5
2024-09-20,Sugar,6,0,6.11
2024-09-21,Sugar,18,0,13.31
2024-09-22,Sugar,20,0,2.0
2024-09-23,Sugar,23,0,1.97
2024-09-24,Sugar,19,0,2.3
2024-09-25,Sugar,21,0,12.18
2024-09-26,Sugar,31,0,5.71
2024-09-27,Sugar,29,0,0.79
2024-09-28,Sugar,29,0,12.4
2024-09-29,Sugar,28,0,6.6
2024-09-30,Sugar,25,0,17.39
2024-10-01,Sugar,7,0,18.96
2024-10-02,Sugar,18,0,11.96
2024-10-03,Sugar,22,0,14.17
2024-10-04,Sugar,13,0,0.8
2024-10-05,Sugar,33,0,11.87
2024-10-06,Sugar,17,0,19.17
2024-10-07,Sugar,7,0,8.28
2024-10-08,Sugar,16,0,13.61
2024-10-09,Sugar,23,0,19.55
2024-10-10,Sugar,13,0,15.09
2024-10-11,Sugar,18,0,18.33
2024-10-12,Sugar,7,0,8.97
2024-10-13,Sugar,16,0,14.61
2024-10-14,Sugar,20,0,12.46
2024-10-15,Sugar,19,0,12.93
2024-10-16,Sugar,26,0,2.28
2024-10-17,Sugar,12,0,4.39
2024-10-18,Sugar,22,0,0.77
2024-10-19,Sugar,24,0,5.34
2024-10-20,Sugar,14,0,5.33
2024-10-21,Sugar,13,0,1.72
2024-10-22,Sugar,33,0,12.33
2024-10-23,Sugar,17,0,13.62
2024-10-24,Sugar,23,0,16.55
2024-10-25,Sugar,23,0,18.69
2024-10-26,Sugar,8,0,12.53
2024-10-27,Sugar,21,0,14.99
2024-10-28,Sugar,21,0,1.83
2024-10-29,Sugar,33,0,7.74
2024-10-30,Sugar,21,0,11.0
2024-10-31,Sugar,26,0,5.74
2024-11-01,Sugar,26,0,13.5
2024-11-02,Sugar,17,0,15.85
2024-11-03,Sugar,37,0,5.34
2024-11-04,Sugar,13,0,14.26
2024-11-05,Sugar,7,0,13.16
2024-11-06,Sugar,3,0,18.76
2024-11-07,Sugar,16,0,0.93
2024-11-08,Sugar,5,0,6.37
2024-11-09,Sugar,14,0,10.08
2024-11-10,Sugar,20,0,18.58
2024-11-11,Sugar,22,0,8.49
2024-11-12,Sugar,16,0,13.28
2024-11-13,Sugar,14,0,3.63
2024-11-14,Sugar,16,0,1.87
2024-11-15,Sugar,24,0,17.69
2024-11-16,Sugar,11,0,16.38
2024-11-17,Sugar,14,0,6.14
2024-11-18,Sugar,22,0,6.54
2024-11-19,Sugar,20,0,10.94
2024-11-20,Sugar,6,0,7.46
2024-11-21,Sugar,28,0,15.89
2024-11-22,Sugar,16,0,6.5
2024-11-23,Sugar,10,0,10.36
2024-11-24,Sugar,9,0,18.85
2024-11-25,Sugar,28,0,10.31
2024-11-26,Sugar,2,0,4.28
2024-11-27,Sugar,23,0,16.84
2024-11-28,Sugar,26,0,17.25
2024-11-29,Sugar,16,0,12.41
2024-11-30,Sugar,32,0,3.63
2024-12-01,Sugar,12,0,14.03
2024-12-02,Sugar,24,0,4.98
2024-12-03,Sugar,20,0,3.65
2024-12-04,Sugar,33,0,2.13
2024-12-05,Sugar,17,0,7.41
2024-12-06,Sugar,23,0,2.55
2024-12-07,Sugar,20,0,12.35
2024-12-08,Sugar,7,0,5.28
2024-12-09,Sugar,18,0,5.07
2024-12-10,Sugar,15,0,4.78
2024-12-11,Sugar,20,0,11.36
2024-12-12,Sugar,23,0,8.61
2024-12-13,Sugar,30,0,14.08
2024-12-14,Sugar,1,0,14.19
2024-12-15,Sugar,20,0,8.53
2024-12-16,Sugar,9,0,17.48
2024-12-17,Sugar,24,0,2.75
2024-12-18,Sugar,37,0,12.31
2024-12-19,Sugar,17,0,3.29
2024-12-20,Sugar,13,0,14.0
2024-12-21,Sugar,16,0,17.97
2024-12-22,Sugar,9,0,4.48
